71001,1,1,56
71001,2,2,45
71001,3,1,28
71001,4,1,25
71002,1,1,35
71002,2,2,30
71002,3,2,10
71002,4,1,8
71002,5,2,5
71003,1,1,50
71003,2,2,42
71003,3,2,18
71003,4,2,16
71003,5,2,12
71004,1,2,40
71004,2,1,35
71004,3,1,18
71005,1,1,55
71005,2,2,48
71005,3,1,25
71005,4,2,22
71005,5,2,2
71005,6,2,1
71006,1,1,23
71006,2,2,21
71006,3,2,7
71007,1,1,45
71007,2,2,35
71007,3,1,25
71008,1,1,40
71008,2,2,38
71008,3,2,17
71008,4,2,13
71009,1,1,40
71009,2,2,35
71009,3,2,13
71009,4,2,11
71010,1,1,55
71010,2,2,45
71010,3,1,26
71010,4,2,22
71010,5,1,18
71011,1,1,32
71011,2,2,25
71011,3,2,7
71011,4,2,5
71011,5,1,65
71011,6,2,55
71011,7,2,18
71011,8,1,15
71012,1,1,50
71012,2,2,48
71012,3,1,22
71012,4,1,18
71013,1,1,55
71013,2,2,45
71013,3,2,19
71013,4,1,12
71014,1,1,58
71014,2,2,48
71014,3,1,28
71014,4,1,26
71014,5,1,24
71015,1,1,52
71015,2,2,45
71015,3,1,25
71015,4,1,23
71016,1,1,50
71016,2,2,45
71016,3,1,22
71016,4,1,18
71016,5,2,8
71017,1,1,35
71017,2,2,30
71017,3,2,12
71018,1,1,30
71018,2,2,25
71018,3,1,4
71018,4,1,70
71018,5,2,65
71019,1,1,48
71019,2,2,40
71019,3,2,14
71019,4,2,12
71019,5,2,10
71019,6,1,8
71020,1,1,30
71020,2,2,25
71020,3,1,5
71021,1,1,35
71021,2,2,25
71021,3,2,12
71021,4,2,9
71021,5,1,8
71021,6,2,50
71023,1,1,40
71023,2,2,35
71023,3,1,16
71023,4,1,14
71024,1,1,60
71024,2,2,53
71024,3,2,37
71024,4,2,16
71024,5,2,13
71025,1,1,40
71025,2,2,35
71025,3,2,18
71025,4,1,16
71026,1,1,55
71026,2,2,50
71026,3,1,26
71026,4,2,21
71026,5,2,2
71026,6,1,9
71027,1,2,28
71027,2,1,11
71027,3,1,10
71028,1,1,38
71028,2,2,29
71028,3,2,11
71028,4,1,9
71029,1,1,35
71029,2,2,29
71029,3,2,6
71029,4,1,4
71030,1,1,40
71030,2,2,38
71030,3,2,2
71030,4,1,10
71031,1,1,38
71031,2,2,34
71031,3,1,16
71032,1,1,30
71032,2,2,28
71032,3,2,12
71032,4,2,2
71033,1,1,26
71033,2,2,22
71033,3,2,4
71033,4,2,6
71034,1,1,40
71034,2,2,35
71034,3,1,5
71034,4,1,4
71035,1,1,40
71035,2,2,36
71035,3,1,18
71036,1,1,55
71036,2,2,32
71036,3,1,19
71036,4,2,17
71036,5,2,75
71037,1,1,30
71037,2,2,22
71038,1,1,42
71038,2,2,32
71038,3,1,12
71038,4,2,10
71039,1,1,48
71039,2,2,42
71039,3,1,20
71039,4,1,16
71040,1,1,35
71040,2,2,30
71041,1,1,50
71041,2,2,45
71041,3,2,23
71041,4,2,20
71041,5,2,17
71041,6,1,11
71041,7,2,10
71042,1,2,37
71042,2,1,21
71042,3,2,18
71042,4,1,19
71043,1,2,30
71043,2,1,9
71043,3,2,7
71044,1,1,72
71044,2,2,66
71045,1,2,40
71045,2,1,21
71045,3,1,20
71046,1,1,45
71046,2,2,40
71046,3,1,19
71046,4,2,14
71046,5,2,11
71047,1,1,28
71047,2,2,26
71047,3,1,5
71047,4,2,3
71048,1,1,46
71048,2,2,40
71048,3,1,22
71048,4,1,20
71048,5,2,18
71048,6,1,16
71049,1,1,45
71049,2,2,42
71049,3,1,24
71049,4,1,22
71049,5,2,21
71049,6,1,19
71050,1,1,59
71050,2,2,48
71050,3,1,20
71050,4,2,18
71050,5,2,14
71051,1,1,40
71051,2,2,28
71051,3,2,13
71051,4,1,10
71051,5,1,35
71051,6,2,25
71051,7,1,2
71051,8,2,75
71052,1,1,28
71052,2,2,24
71052,3,2,6
71052,4,1,2
71053,1,1,60
71053,2,2,45
71053,3,1,25
71053,4,2,18
71054,1,1,45
71054,2,2,40
71054,3,2,15
71054,4,2,14
71054,5,2,13
71054,6,1,10
71055,1,1,35
71055,2,2,33
71055,3,1,17
71055,4,2,13
71055,5,2,60
71056,1,1,34
71056,2,2,32
71056,3,1,16
71056,4,2,14
71056,5,2,12
71056,6,2,10
71056,7,1,8
71057,1,1,28
71057,2,2,26
71057,3,1,8
71057,4,2,6
71057,5,1,4
71057,6,2,2
71058,1,1,58
71058,2,2,52
71058,3,2,22
71058,4,1,18
71058,5,2,16
71059,1,1,25
71059,2,2,22
71059,3,2,1
71060,1,1,30
71060,2,2,25
71060,3,1,10
71060,4,1,4
71061,1,1,40
71061,2,2,35
71061,3,1,18
71061,4,2,17
71061,5,2,14
71061,6,2,12
71061,7,2,9
71061,8,2,7
71062,1,2,40
71062,10,2,1
71062,11,1,3
71062,2,2,18
71062,3,1,17
71062,4,1,16
71062,5,2,14
71062,6,1,12
71062,7,1,8
71062,8,1,22
71062,9,2,19
71063,1,1,30
71063,2,2,28
71063,3,1,10
71063,4,2,8
71063,5,2,6
71064,1,1,42
71064,10,1,5
71064,2,2,38
71064,3,2,18
71064,4,2,16
71064,5,2,13
71064,6,2,10
71064,7,2,8
71064,8,2,6
71064,9,2,3
71065,1,1,46
71065,2,2,35
71065,3,1,19
71065,4,1,18
71066,1,2,45
71066,2,1,20
71066,3,2,10
71067,1,1,60
71067,2,2,55
71067,3,2,23
71067,4,1,30
71067,5,1,5
71067,6,2,1
71067,7,2,18
71068,1,1,37
71068,2,2,31
71068,3,1,4
71069,1,1,42
71069,2,2,38
71069,3,1,4
71070,1,1,38
71070,2,2,31
71070,3,2,12
71071,1,1,45
71071,2,2,35
71071,3,1,15
71071,4,2,14
71072,1,1,46
71072,2,2,38
71073,1,1,40
71073,2,2,35
71073,3,2,18
71073,4,1,14
71074,1,2,42
71074,2,1,24
71074,3,1,20
71075,1,1,42
71075,2,2,38
71075,3,1,14
71076,1,1,42
71076,2,2,36
71076,3,1,15
71076,4,1,12
71077,1,1,30
71077,2,2,25
71078,1,1,60
71078,2,2,55
71078,3,1,27
71078,4,2,18
71078,5,1,25
71078,6,1,10
71078,7,2,7
71078,8,2,85
71079,1,2,60
71079,2,1,15
71079,3,2,17
71080,1,1,25
71080,2,1,70
71080,3,2,60
71081,1,1,39
71081,2,2,31
71081,3,2,13
71081,4,2,12
71081,5,1,10
71081,6,2,65
71081,7,2,30
71081,8,1,22
71082,1,1,35
71082,2,2,30
71082,3,2,9
71083,1,1,60
71083,10,1,6
71083,2,2,55
71083,3,1,30
71083,4,2,20
71083,5,2,5
71083,6,2,3
71083,7,1,7
71083,8,1,22
71083,9,2,10
71084,1,1,30
71084,2,2,26
71084,3,2,5
71084,4,2,4
71084,5,2,9
71084,6,1,60
71084,7,2,50
71085,1,1,35
71085,2,2,28
71085,3,2,8
71085,4,1,28
71086,1,1,32
71086,2,2,27
71086,3,2,6
71086,4,2,4
71086,5,2,2
71087,1,1,70
71087,2,2,60
71087,3,1,40
71087,4,1,26
71087,5,2,18
71087,6,1,25
71087,7,1,22
71088,1,1,60
71088,2,2,55
71088,3,2,14
71088,4,1,11
71088,5,2,
71089,1,1,45
71089,2,2,38
71089,3,1,16
71089,4,1,14
71089,5,2,12
71090,1,1,25
71090,2,2,23
71090,3,1,4
71090,4,2,1
71090,5,2,65
71090,6,2,35
71090,7,1,27
71090,8,2,20
71091,1,1,55
71091,2,2,40
71091,3,1,29
71091,4,2,20
71092,1,2,40
71092,2,1,20
71092,3,2,18
71092,4,2,16
71093,1,1,50
71093,2,2,45
71093,3,1,22
71094,1,1,30
71094,2,2,28
71094,3,2,7
71094,4,1,4
71094,5,2,60
71094,6,2,25
71095,1,1,45
71095,2,2,40
71095,3,2,21
71095,4,1,20
71095,5,2,17
71095,6,1,14
71096,1,1,55
71096,2,2,50
71096,3,1,30
71096,4,2,25
71096,5,2,1
71096,6,1,25
71097,1,1,50
71097,2,2,45
71097,3,1,23
71097,4,1,21
71098,1,1,60
71098,2,2,45
71098,3,2,20
71098,4,1,19
71099,1,1,30
71099,2,2,25
71099,3,1,8
71099,4,1,6
71100,1,1,58
71100,2,2,45
71100,3,2,18
71100,4,1,13
71101,1,1,35
71101,2,2,27
71101,3,2,7
71101,4,1,4
71102,1,1,35
71102,2,2,27
71102,3,1,7
71102,4,1,31
71102,5,2,25
71102,6,1,65
71102,7,2,60
71103,1,1,53
71103,2,2,43
71103,3,1,26
71103,4,1,23
71104,1,1,30
71104,2,2,25
71104,3,1,4
71104,4,1,3
71104,5,1,65
71104,6,2,50
71105,1,1,70
71105,2,2,53
71105,3,1,27
71105,4,1,21
71106,1,1,26
71106,2,2,65
71107,1,1,50
71107,2,2,40
71107,3,1,22
71107,4,1,20
71107,5,2,17
71107,6,2,80
71108,1,1,46
71108,10,1,30
71108,11,1,48
71108,12,2,43
71108,13,1,16
71108,2,2,35
71108,3,1,17
71108,4,1,15
71108,5,1,42
71108,6,2,31
71108,7,2,11
71108,8,1,35
71108,9,2,25
71109,1,1,55
71109,2,2,45
71109,3,1,26
71109,4,2,20
71110,1,1,46
71110,2,2,35
71110,3,2,17
71110,4,2,15
71111,1,1,40
71111,2,2,30
71111,3,2,13
71111,4,1,11
71112,1,1,40
71112,2,2,35
71112,3,2,12
71112,4,2,10
71112,5,1,5
71112,6,1,1
71113,1,1,45
71113,2,2,38
71113,3,2,19
71113,4,2,16
71113,5,2,10
71113,6,1,6
71114,1,1,39
71114,2,2,25
71114,3,1,12
71114,4,1,7
71115,1,1,55
71115,2,2,45
71115,3,2,18
71115,4,1,15
71116,1,1,40
71116,10,1,65
71116,11,2,60
71116,2,2,35
71116,3,2,11
71116,4,1,8
71116,5,1,30
71116,6,2,25
71116,7,2,4
71116,8,2,2
71116,9,1,22
71117,1,1,61
71117,2,2,51
71117,3,1,29
71117,4,1,26
71117,5,1,24
71118,1,1,42
71118,2,2,32
71118,3,2,15
71118,4,2,13
71118,5,1,10
71118,6,1,10
71118,7,2,70
71119,1,1,26
71119,2,2,22
71119,3,2,10
71119,4,2,70
71120,1,2,45
71121,1,1,43
71121,2,2,28
71121,3,1,14
71121,4,1,14
71121,5,2,70
71122,1,1,55
71122,2,2,50
71122,3,1,29
71122,4,2,20
71122,5,2,22
71122,6,1,35
71122,7,1,6
71122,8,1,4
71122,9,2,18
71123,1,1,40
71123,2,2,30
71123,3,2,11
71123,4,1,9
71123,5,1,7
71124,1,1,69
71124,2,2,65
71124,3,1,30
71124,4,2,26
71124,5,2,3
71125,1,1,35
71125,2,2,20
71125,3,1,11
71125,4,1,25
71125,5,2,18
71125,6,2,60
71126,1,1,30
71126,2,2,28
71126,3,2,12
