39100,1,,,,1,,,,,,
39073,1,,,,1,,,,,,
39244,1,,,,1,,,,,,
39100,5,,,,1,,,,,,
39195,2,,,,,1,,,,,
39072,1,,,,,,,,1,,
39049,1,,,,,,,,1,,
39251,1,,,,,,,,1,,
39191,1,,,,,,,,1,,
39191,7,,,,,,,,1,,
39222,13,,,,,,,,1,,
39189,1,,,,,,,,1,,
39215,1,,,,,,,,1,,
39142,1,,,,,,,,1,,
39286,1,,,,,,,,1,,
39033,1,,,,,,,,1,,
39170,1,,,,,,,,1,,
39165,1,,,,,,,,1,,
39173,1,,,,,,,,1,,
39272,3,,,,,,,,1,,
39205,3,,,,,,,,1,,
39011,2,,,,,,,,1,,
39126,1,,,,,,,,1,,
39153,1,,,,,,,,1,,
39090,1,,,,,,,,1,,
39169,1,,,,,,,,1,,
39257,1,,,,,,,,1,,
39222,2,,,,,,,,1,,
39086,1,,,,,,,,1,,
39028,1,,,,,,,,1,,
39161,1,,,,,,,,1,,
39171,1,,,,,,,,1,,
39242,1,,,,,,,,1,,
39275,1,,,,,,,,1,,
39016,1,,,,,,,,1,,
39054,1,,,,,,,,1,,
39277,1,1,,,,,,,,,
39078,2,,1,1,,,,,,,
39222,4,,1,1,,,,,,,
39144,2,,1,,,,,,,,
39225,4,,1,,,,,,,,
39140,1,,1,,,,,,,,
39147,2,,1,,,,,,,,
39168,4,,1,,,,,,,,
39044,2,,1,,,,,,,,
39277,2,,1,,,,,,,,
39272,4,,1,,,,,,,,
39129,2,,1,,,,,,,,
39125,2,,1,,,,,,,,
39234,2,,1,,,,,,,,
39013,2,,1,,,,,,,,
39028,3,,1,,,,,,,,
39037,4,,1,,,,,,,,
39164,4,,1,,,,,,,,
39123,2,,1,,,,,,,,
39266,2,,1,,,,,,,,
39248,4,,1,,,,,,,,
39219,2,,1,,,,,,,,
39244,2,,1,,,,,,,,
