34100,1,,,,1,,,,,,
34126,1,,,,1,,,,,,
34002,1,,,,,,,,1,,
34011,1,,,,,,,,1,,
34024,1,,,,,,,,1,,
34107,3,,,,,,,,1,,
34150,1,,,,,,,,1,,
34156,1,,,,,,,,1,,
34033,1,,,,,,,,1,,
34074,1,,,,,,,,1,,
34093,1,,,,,,,,1,,
34125,1,,,,,,,,1,,
34128,5,,,,,,,,1,,
34127,2,,,,,,,,1,,
34128,1,,,,,,,,1,,
34095,2,,,,,,,,1,,
34131,1,,,,,,,,1,,
34130,1,,,,,,,,1,,
34107,1,,,,,,,,1,,
34136,1,,,,,,,,1,,
34084,1,,,,,,,,1,,
34062,2,,,,,,,,1,,
34149,2,,,,,,,,1,,
34145,1,,,,,,,,1,,
34165,1,,,1,,,,,1,,
34122,2,,1,,,,,,,,
34056,2,,1,,,,,,,,
34095,2,,1,,,,,,,,
34065,3,,1,,,,,,,,
34060,2,,1,,,,,,,,
34093,2,,1,,,,,,,,
34105,2,,1,,,,,,,,
34094,2,,1,,,,,,,,
34088,2,,1,,,,,,,,
