15148,3,,,,1,,,,,,
15059,1,,,,1,,,,,,
15014,1,,,,,,,,1,,
15030,1,,,,,,,,1,,
15043,1,,,,,,,,1,,
15158,1,,,,,,,,1,,
15159,1,,,,,,,,1,,
15027,1,1,,,,,,,,,
15114,1,1,,,,,,,,,
15020,1,,,1,,,,,,,
15123,2,,,1,,,,,,,
15074,2,,1,1,,,,,,,
15063,2,,1,,,,,,,,
15069,2,,1,,,,,,,,
15014,2,,1,,,,,,,,
15106,2,,1,,,,,,,,
15046,2,,1,,,,,,,,
15008,2,,1,,,,,,,,
15035,2,,1,,,,,,,,
15034,2,,1,,,,,,,,
15025,2,,1,,,,,,,,
15080,4,,1,,,,,,,,
15013,1,,1,,,,,,,,
15032,1,,1,,,,,,,,
15149,2,,1,,,,,,,,
15151,2,,1,,,,,,,,
15010,2,,1,,,,,,,,
15098,4,,1,,,,,,,,
15080,2,,1,,,,,,,,
15052,1,1,,,,,,,,,
