68002,1,55,16,1,1,1,1,43,3,1,2,2,1,1,1,1
68002,2,45,1,2,1,1,1,43,3,1,2,2,1,1,1,1
68004,1,35,2,1,1,1,1,1,2,1,2,2,2,1,1,2
68004,2,30,16,2,1,1,1,1,2,2,2,2,2,1,1,6
68005,1,50,10,1,1,1,2,,,,2,1,1,1,1,2
68005,2,45,9,2,1,1,2,,,,2,2,2,1,1,2
68008,2,35,16,1,1,1,2,,,,2,2,2,1,1,3
68012,1,30,10,1,1,1,2,,,,2,2,1,1,1,1
68012,2,28,16,2,1,1,1,7,1,2,1,2,1,1,1,1
68014,1,50,10,1,4,6,1,1,3,2,2,1,1,1,1,5
68014,2,40,10,2,4,6,2,,,,1,2,1,1,1,5
68015,1,30,12,1,4,6,1,27,1,1,2,2,1,1,1,5
68015,2,25,12,2,4,6,2,,,,2,2,1,1,1,5
68016,1,50,8,1,1,1,1,1,2,2,2,2,2,1,1,2
68016,2,42,16,2,1,1,2,,,,1,1,1,1,1,2
68016,3,19,10,1,1,1,1,10,2,1,2,2,2,3,1,2
68017,1,35,10,1,1,1,1,10,2,1,2,2,2,1,1,1
68017,2,30,16,2,1,1,2,,,,2,2,2,1,1,1
68020,1,38,1,1,1,1,1,5,2,1,2,2,2,1,1,2
68020,2,30,16,2,1,1,1,1,2,2,2,2,2,1,1,2
68023,1,45,16,2,1,1,1,10,2,1,2,2,2,3,1,2
68023,2,38,2,1,1,1,1,5,2,2,2,2,1,1,1,2
68024,1,40,5,1,1,1,1,1,2,2,2,2,2,1,1,1
68026,1,50,2,1,1,1,1,1,2,2,2,2,2,1,1,2
68026,2,45,16,2,1,1,2,,,,2,2,2,1,1,2
68029,1,33,16,1,1,1,1,1,2,1,2,1,2,1,1,1
68029,2,27,16,2,1,1,2,,,,1,2,1,1,1,2
68032,1,58,10,1,3,11,1,1,3,2,2,2,2,1,1,3
68032,5,20,15,1,3,11,2,,,,2,2,2,1,1,2
68032,6,35,10,1,3,11,1,1,3,2,2,2,2,1,3,
68032,7,30,9,2,3,11,2,,,,2,2,2,1,1,3
68033,1,45,11,1,3,11,1,17,2,1,2,2,1,1,1,2
68033,2,35,16,2,3,11,1,13,2,2,2,2,1,1,1,2
68035,1,60,4,1,4,6,2,,,,2,1,2,1,1,1
68035,2,58,5,1,4,6,1,1,3,2,2,2,2,1,1,2
68035,3,48,16,2,4,6,1,1,3,2,2,2,2,1,1,2
68040,1,45,10,1,4,6,1,35,2,1,2,2,2,1,1,1
68040,2,40,16,2,4,6,1,1,2,2,1,1,1,1,1,1
68041,1,55,5,1,3,2,1,1,3,2,2,2,2,1,1,1
68041,2,45,16,2,3,2,2,,,,1,1,1,1,1,1
68045,1,52,6,1,4,6,1,1,3,2,2,2,2,1,1,3
68045,2,35,5,2,4,6,1,13,2,2,2,2,2,3,3,
68046,1,30,10,1,4,6,1,1,3,2,2,2,1,1,3,
68046,2,27,10,2,4,6,2,,,,1,1,1,1,3,
68047,1,26,14,1,3,2,1,32,2,2,2,2,1,1,1,3
68047,2,21,7,2,3,3,2,,,,2,2,2,2,1,3
68047,5,60,4,1,3,2,1,1,2,2,2,2,2,1,1,3
68047,6,45,16,2,3,2,2,,,,2,2,2,1,1,
68049,2,40,10,1,4,6,1,16,1,1,1,2,1,1,1,2
68051,1,40,10,1,4,6,1,1,3,2,2,2,2,1,1,3
68051,2,32,10,2,4,6,1,38,1,2,1,2,1,1,1,3
68051,5,18,12,2,4,6,2,,,,2,2,2,3,3,
68053,1,60,4,1,3,3,1,8,3,2,2,2,2,1,1,2
68053,2,55,16,2,3,3,2,,,,1,1,1,1,1,1
68053,3,40,10,1,3,3,1,23,2,1,2,1,1,1,1,1
68053,4,35,5,2,3,3,1,1,2,2,1,2,1,1,1,1
68054,1,45,9,1,4,6,1,1,2,1,2,1,2,1,1,1
68054,2,38,5,2,4,6,1,1,2,1,1,1,1,1,1,2
68057,1,39,10,1,4,6,1,1,3,2,2,2,2,1,1,2
68057,2,35,10,2,4,6,2,,,,1,1,1,1,1,2
68059,1,33,10,1,4,6,1,8,3,2,2,1,2,1,1,2
68059,2,28,10,2,4,6,2,,,,1,1,1,1,1,2
68065,1,54,7,1,3,3,1,1,3,2,1,1,1,1,1,2
68065,2,45,3,2,3,3,2,,,,2,2,1,1,1,2
68065,3,22,12,1,3,3,1,10,2,1,2,2,2,1,1,2
68065,4,18,12,2,3,3,2,,,,2,2,2,3,3,
68067,1,40,7,1,4,6,1,1,3,2,2,1,2,1,1,1
68067,2,35,7,2,4,6,2,,,,2,2,2,1,1,3
68070,1,42,10,1,3,2,1,10,2,1,2,1,1,1,1,2
68070,2,25,10,2,3,2,2,,,,1,2,1,1,1,2
68071,1,52,10,1,4,6,1,1,3,2,2,1,1,1,1,2
68071,2,43,10,2,4,6,1,1,3,2,1,1,1,1,1,2
68071,3,18,13,1,4,6,2,,,,2,2,2,3,1,2
68072,1,49,7,1,4,6,1,1,2,2,2,2,1,1,1,2
68072,2,36,10,2,4,6,2,,,,1,2,1,1,1,2
68075,1,50,3,2,4,6,1,1,2,1,2,2,2,1,1,1
68075,2,40,16,2,4,6,2,,,,1,1,2,1,1,1
68075,4,19,10,1,4,6,1,1,2,2,2,2,2,3,1,1
68078,1,45,9,1,3,2,2,,,,1,1,2,1,1,3
68078,2,40,16,2,3,2,2,,,,1,1,1,1,1,1
68080,1,55,5,1,3,2,1,1,2,1,2,2,2,1,1,2
68080,2,45,16,2,3,2,2,,,,2,2,2,1,1,2
68080,3,32,9,1,3,2,1,1,3,2,2,1,2,1,1,2
68080,4,26,7,2,3,2,2,,,,2,2,2,1,1,2
68081,1,37,16,1,3,11,1,1,2,2,2,2,2,1,1,2
68081,2,26,16,2,3,11,2,,,,2,2,2,1,1,2
68083,1,55,7,1,3,11,1,10,2,1,2,1,2,1,1,1
68083,2,45,5,2,3,11,2,,,,2,2,2,1,1,2
68088,1,35,7,1,3,11,1,1,2,1,2,2,1,1,1,2
68089,1,38,10,1,3,2,1,1,3,2,2,1,1,1,1,2
68089,2,31,7,2,3,2,2,,,,2,2,2,1,1,2
68093,1,56,10,1,3,2,1,1,3,2,2,1,1,1,1,2
68093,2,45,3,2,3,3,1,1,2,2,1,1,1,1,1,2
68094,1,45,2,1,3,2,1,1,2,1,2,1,2,1,1,2
68094,2,40,3,1,3,2,2,,,,1,2,1,1,1,2
68094,3,18,9,1,3,3,2,,,,2,2,2,1,1,2
68096,1,40,10,1,3,2,1,1,3,2,2,1,2,1,1,2
68096,2,32,9,2,3,3,1,1,3,2,1,2,1,1,1,1
68098,1,30,2,1,3,3,1,1,2,1,1,2,1,1,1,1
68098,2,19,10,1,3,2,2,,,,2,2,2,3,3,
68098,3,30,2,1,3,2,1,1,2,1,1,2,1,1,1,1
68100,1,45,6,1,3,3,2,,,,2,2,2,1,1,2
68100,2,28,16,2,3,3,2,,,,2,2,2,1,1,2
68101,1,45,7,1,3,3,1,1,3,2,2,1,1,1,1,2
68101,2,35,9,2,3,3,1,1,2,2,1,2,1,1,1,2
68104,1,38,10,1,3,3,1,1,2,1,2,2,1,1,1,2
68104,2,28,16,2,3,3,1,1,2,2,1,1,1,1,1,2
68105,1,48,12,1,3,3,1,10,2,1,2,2,2,1,1,2
68105,2,30,16,2,3,3,2,,,,2,2,1,1,1,2
68107,1,35,3,1,3,3,1,15,2,1,2,2,1,1,1,2
68107,2,28,16,2,3,3,1,10,2,2,1,2,1,1,1,6
68111,1,48,16,1,3,3,1,1,2,1,2,2,2,3,1,1
68111,2,43,16,2,3,3,2,,,,2,2,1,1,1,1
68112,1,38,5,1,3,2,1,1,2,1,2,1,2,1,1,2
68112,2,36,16,2,3,2,2,,,,2,2,2,1,1,2
68115,1,65,16,1,3,2,2,,,,2,1,1,1,1,1
68115,2,55,16,2,3,2,2,,,,2,2,2,1,1,1
68115,3,25,10,1,3,2,1,1,3,2,2,2,2,1,1,2
68115,4,23,10,2,3,2,2,,,,2,2,2,3,3,
68119,1,75,7,1,4,6,2,,,,2,1,1,1,1,2
68119,10,30,7,1,4,6,2,,,,2,2,2,1,3,
68119,2,65,2,2,4,6,2,,,,1,2,1,1,1,2
68119,3,40,10,1,4,6,1,10,2,1,2,1,1,1,1,3
68119,4,30,7,2,4,6,2,,,,1,2,1,1,1,3
68119,7,35,13,1,4,6,1,16,2,1,2,2,1,1,1,3
68119,8,30,13,2,4,6,1,16,1,1,1,2,1,1,1,3
68120,1,60,10,1,4,6,2,,,,2,2,1,1,1,3
68120,2,52,4,2,4,6,2,,,,1,2,1,1,1,3
68120,3,26,10,1,4,6,1,1,3,2,2,2,1,1,1,3
68120,4,20,10,2,4,6,2,,,,2,2,2,3,3,
68123,1,40,10,1,4,6,1,1,3,2,2,2,2,1,1,1
68123,2,35,7,2,4,6,2,,,,2,2,2,1,1,2
68124,1,35,4,2,3,2,1,30,2,1,2,2,2,1,1,2
