32005,1,,,,1,,,,,,
32174,1,,,,1,,,,,,
32103,1,,,,1,,,,,,
32045,1,,,,1,,,,,,
32052,10,,,,,,,,,1,
32109,1,,,,,,,,,1,
32119,2,,1,,,,,1,,,
32388,18,,,,,,,,1,,
32193,1,,,,,,,,1,,
32121,5,,,,,,,,1,,
32021,1,,,,,,,,1,,
32064,1,,,,,,,,1,,
32149,2,,,,,,,,1,,
32164,5,,,,,,,,1,,
32122,2,,,,,,,,1,,
32112,2,,,,,,,,1,,
32230,1,,,,,,,,1,,
32066,1,,,,,,,,1,,
32184,1,,,,,,,,1,,
32220,1,1,,,,,,,,,
32002,3,1,,,,,,,,,
32192,1,,,1,,,,,,,
32216,2,,,1,,,,,,,
32093,3,,,1,,,,,,,
32026,2,,1,,,,,,,,
32061,2,,1,,,,,,,,
32119,2,,1,,,,,,,,
32179,2,,1,,,,,,,,
32106,2,,1,,,,,,,,
