5500201,5500103,5500302,0,0,0,0,0,0
5500202,5500102,5504603,5503908,0,0,0,0,0
5500301,5504601,5500102,0,0,0,0,0,0
5500302,5502802,5500402,5502602,0,0,0,0,0
5500303,5501511,0,0,0,0,0,0,0
5500901,5501002,0,0,0,0,0,0,0
5500902,5500402,5501002,5501804,0,0,0,0,0
5501001,5500901,5502202,0,0,0,0,0,0
5501002,5500402,5500902,5502202,0,0,0,0,0
5501201,5501803,5501601,0,0,0,0,0,0
5501202,5501601,5500702,0,0,0,0,0,0
5501203,5502601,5504201,0,0,0,0,0,0
5501204,5501302,5501606,0,0,0,0,0,0
5501301,5501601,5501203,0,0,0,0,0,0
5501302,5501606,5501204,0,0,0,0,0,0
5501401,5500901,5501501,0,0,0,0,0,0
5501402,5500902,5501502,0,0,0,0,0,0
5501501,5501901,5503001,0,0,0,0,0,0
5501502,5501402,5501302,0,0,0,0,0,0
5501509,5502602,5501402,5501302,0,0,0,0,0
5501511,5500303,0,0,0,0,0,0,0
5501601,5501803,5500901,5501203,0,0,0,0,0
5501602,5500402,5500902,5501302,0,0,0,0,0
5501605,5501803,5504201,5501301,0,0,0,0,0
5501606,5500902,5501804,5501202,0,0,0,0,0
5501901,5503001,5501501,0,0,0,0,0,0
5501902,5502602,5502302,0,0,0,0,0,0
5502101,5504002,0,0,0,0,0,0,0
5502102,5502802,5504003,0,0,0,0,0,0
5502103,5504707,5502903,5500102,0,0,0,0,0
5502104,5501606,5501902,5502010,0,0,0,0,0
5502301,5502408,5502201,0,0,0,0,0,0
5502302,5502102,5501302,5501804,0,0,0,0,0
5502801,5502601,5504002,0,0,0,0,0,0
5502802,5500302,5503002,0,0,0,0,0,0
5503001,5501501,5501901,5502601,0,0,0,0,0
5503002,5502802,5502702,5503102,0,0,0,0,0
5503101,5504301,5500102,0,0,0,0,0,0
5503102,5502702,5504302,0,0,0,0,0,0
5503301,5503202,5503401,0,0,0,0,0,0
5503302,5502702,5503102,0,0,0,0,0,0
5503501,5504201,5504301,5502701,0,0,0,0,0
5503502,5504302,5504003,5502702,0,0,0,0,0
5504001,5504101,5503001,0,0,0,0,0,0
5504002,5502601,5502101,5501803,0,0,0,0,0
5504003,5502702,5503302,5502102,0,0,0,0,0
5504201,5504101,5501601,5501203,0,0,0,0,0
5504202,5503502,5504302,0,0,0,0,0,0
5504401,5504801,5504202,0,0,0,0,0,0
5504403,5504707,5503701,5501803,0,0,0,0,0
5504404,5504802,5504602,0,0,0,0,0,0
5504701,5504801,5503101,0,0,0,0,0,0
5504702,5503302,5504102,0,0,0,0,0,0
5504703,5503301,5503501,0,0,0,0,0,0
5504704,5502702,5501502,0,0,0,0,0,0
5504707,5504801,5503101,5503301,0,0,0,0,0
5504708,5504102,5503302,0,0,0,0,0,0
5504801,5506204,5507001,0,0,0,0,0,0
5504802,5506502,5506202,0,0,0,0,0,0
5505001,5504901,5504701,0,0,0,0,0,0
5505002,5504901,5504702,0,0,0,0,0,0
5505003,5503702,5505802,0,0,0,0,0,0
5505004,5504901,5503701,0,0,0,0,0,0
5505007,5504708,5503702,0,0,0,0,0,0
5505101,5505702,5506502,0,0,0,0,0,0
5505401,5505601,5505501,0,0,0,0,0,0
5505402,5505502,5509502,0,0,0,0,0,0
5505501,5506101,5507402,0,0,0,0,0,0
5505502,5505301,5506101,0,0,0,0,0,0
5505601,5505501,5505401,0,0,0,0,0,0
5505602,5505502,5518002,0,0,0,0,0,0
5506101,5505402,5505502,0,0,0,0,0,0
5506102,5505501,5505601,0,0,0,0,0,0
5506103,5505602,5505502,0,0,0,0,0,0
5506301,5507301,5507201,0,0,0,0,0,0
5506302,5507301,5507202,0,0,0,0,0,0
5506303,5507301,5507202,0,0,0,0,0,0
5506304,5507301,5506202,5507202,0,0,0,0,0
5506306,5507301,0,0,0,0,0,0,0
5506307,5507301,5506202,0,0,0,0,0,0
5507001,5507101,5507501,0,0,0,0,0,0
5507002,5506702,5507101,0,0,0,0,0,0
5507003,5507101,5507201,0,0,0,0,0,0
5507004,5507202,5506202,0,0,0,0,0,0
5507201,5507003,5507401,0,0,0,0,0,0
5507202,5507101,5507501,0,0,0,0,0,0
5507401,5507201,5507501,0,0,0,0,0,0
5507402,5507202,5507502,0,0,0,0,0,0
5507501,5507601,5507201,0,0,0,0,0,0
5507502,5506802,5508501,0,0,0,0,0,0
5507601,5506901,5507801,0,0,0,0,0,0
5507602,5506902,5507202,0,0,0,0,0,0
5507701,5505901,5507601,0,0,0,0,0,0
5507702,5507802,5507202,0,0,0,0,0,0
5508401,5508203,5523103,0,0,0,0,0,0
5508402,5508501,5508602,0,0,0,0,0,0
5508407,5514802,5508502,0,0,0,0,0,0
5508501,5514802,5508602,5525002,0,0,0,0,0
5508801,5508901,5514401,5511101,5506901,0,0,0,0
5508802,5508902,5514402,5506902,5514302,0,0,0,0
5508901,5509501,5514401,5510301,0,0,0,0,0
5508902,5514302,5523602,5523501,0,0,0,0,0
5509101,5509501,5509703,5508901,5509606,0,0,0,0
5509102,5509502,5509704,5508902,5509607,0,0,0,0
5509501,5513906,5509301,5509606,0,0,0,0,0
5509502,5509302,5509402,5508902,0,0,0,0,0
5509701,5509606,5509501,5511801,0,0,0,0,0
5509702,5513315,5509802,5511802,0,0,0,0,0
5509703,5509501,5508901,5509606,0,0,0,0,0
5509704,5509004,5509502,5509602,0,0,0,0,0
5509708,5509501,5509101,5508601,0,0,0,0,0
5509709,5509804,5509102,5509607,0,0,0,0,0
5509901,5513315,5509702,5509502,0,0,0,0,0
5510301,5511801,5510501,5510201,0,0,0,0,0
5510302,5511802,5512002,5510502,0,0,0,0,0
5510303,5511802,5510702,5510502,5510202,0,0,0,0
5510401,5515903,5510301,5517303,0,0,0,0,0
5510402,5510303,5511802,5510702,0,0,0,0,0
5510501,5510301,5511101,5510601,0,0,0,0,0
5510502,5510602,5510302,5510402,0,0,0,0,0
5510601,5510501,5511001,5511401,5510801,0,0,0,0
5510602,5510502,5510302,5511002,5510702,0,0,0,0
5510801,5510101,5510601,5515701,0,0,0,0,0
5510802,5510702,5510602,5511002,0,0,0,0,0
5510901,5510401,5510101,5510501,0,0,0,0,0
5510902,5510802,5510601,5510502,0,0,0,0,0
5511101,5513101,5511401,5511201,0,0,0,0,0
5511102,5510802,5510302,5510502,0,0,0,0,0
5511201,5510601,5517801,5511301,0,0,0,0,0
5511202,5517802,5511302,5511102,5510502,0,0,0,0
5511203,5521202,5510303,5517802,0,0,0,0,0
5511401,5514501,5511101,5511603,0,0,0,0,0
5511801,5510201,5510302,5510101,5512001,0,0,0,0
5511802,5510202,5510102,5511902,0,0,0,0,0
5511901,5510201,5511801,5512001,0,0,0,0,0
5511902,5510202,5510302,5510502,0,0,0,0,0
5512101,5518404,5511901,5512201,0,0,0,0,0
5512102,5512204,5512302,5512402,0,0,0,0,0
5512201,5519301,5512101,5512301,0,0,0,0,0
5512202,5512102,5519302,5512302,0,0,0,0,0
5512203,5512101,5512401,5512301,0,0,0,0,0
5512204,5512302,5512102,5512402,5512502,0,0,0,0
5512301,5514501,5512401,0,0,0,0,0,0
5512302,5512102,5512402,0,0,0,0,0,0
5512501,5519001,5512401,5512101,5513301,0,0,0,0
5512502,5519002,5512302,5512102,5512402,0,0,0,0
5512504,5519102,5512302,5512402,0,0,0,0,0
5512901,5513001,5514206,5516901,0,0,0,0,0
5512902,5512102,5512602,0,0,0,0,0,0
5513001,5509201,5510601,5510201,0,0,0,0,0
5513002,5513702,5512402,5513301,0,0,0,0,0
5513201,5513501,5515801,0,0,0,0,0,0
5513202,5513503,5510002,5513402,0,0,0,0,0
5513301,5512801,5510701,0,0,0,0,0,0
5513302,5513002,5509804,0,0,0,0,0,0
5513306,5517503,5513001,0,0,0,0,0,0
5513307,5513302,5513002,0,0,0,0,0,0
5513310,5513001,5512901,0,0,0,0,0,0
5513311,5513301,0,0,0,0,0,0,0
