2001,1,1,33
2001,2,2,28
2001,3,1,5
2001,4,2,3
2001,5,2,70
2002,1,1,35
2002,2,2,30
2002,3,1,12
2002,4,2,9
2003,1,2,51
2003,2,1,31
2004,1,1,42
2004,2,2,39
2004,3,2,20
2004,4,1,16
2004,5,1,14
2004,6,2,60
2005,1,1,35
2005,2,2,33
2005,3,2,11
2005,4,1,9
2006,1,1,76
2006,2,2,69
2006,3,1,47
2006,4,2,35
2006,5,1,20
2006,6,1,18
2006,7,1,16
2007,1,1,35
2007,2,2,32
2007,3,2,14
2007,4,1,11
2008,1,1,60
2008,2,2,55
2008,3,1,28
2008,4,2,23
2009,1,1,55
2009,2,2,40
2009,3,1,20
2010,1,1,43
2010,2,2,33
2010,3,2,17
2010,4,1,14
2011,1,1,50
2011,2,2,72
2011,3,2,21
2011,4,1,18
2012,1,1,60
2012,10,1,9
2012,2,2,55
2012,3,2,30
2012,4,1,27
2012,5,2,20
2012,6,1,35
2012,7,1,20
2012,8,1,7
2012,9,1,3
2013,1,1,35
2013,2,2,25
2013,3,1,3
2014,1,1,60
2014,2,2,55
2014,3,1,14
2015,1,1,23
2015,2,2,20
2015,3,2,50
2015,4,1,18
2015,5,1,16
2015,6,1,13
2016,1,1,29
2016,2,2,22
2017,1,1,50
2018,1,1,48
2018,2,2,38
2018,3,2,17
2018,4,2,15
2019,1,1,45
2019,2,2,35
2019,3,1,14
2020,1,1,45
2020,2,2,35
2020,3,2,18
2020,4,1,16
2021,1,1,38
2021,2,2,32
2021,3,2,65
2021,4,1,16
2022,1,1,40
2022,2,2,28
2022,3,2,13
2022,4,2,8
2023,1,1,56
2023,2,2,50
2023,3,1,26
2023,4,2,18
2023,5,1,25
2023,6,1,23
2024,1,1,40
2024,2,2,35
2024,3,2,17
2024,4,2,12
2024,5,2,60
2025,1,1,32
2025,2,2,25
2025,3,2,5
2025,4,1,27
2026,1,1,33
2026,2,2,23
2026,3,1,8
2026,4,2,2
2027,1,1,34
2027,2,2,29
2027,3,1,9
2027,4,1,5
2028,1,1,45
2028,2,2,40
2028,3,2,20
2028,4,1,16
2029,1,1,60
2029,2,2,50
2029,3,2,25
2029,4,1,22
2030,1,1,28
2030,2,2,22
2030,3,2,65
2031,1,1,50
2031,2,2,45
2031,3,1,15
2031,4,1,9
2032,1,1,43
2032,2,2,35
2032,3,1,15
2032,4,1,12
2033,1,1,33
2033,2,2,28
2033,3,1,10
2034,1,1,65
2034,2,2,45
2034,3,1,22
2034,4,2,18
2034,5,2,16
2035,1,1,55
2035,2,2,40
2035,3,2,16
2035,4,1,14
2036,1,1,39
2036,2,2,32
2036,3,1,15
2036,4,1,13
2036,5,2,9
2037,1,1,35
2037,2,2,25
2037,3,2,14
2037,4,1,12
2038,1,1,80
2038,2,2,70
2039,1,1,30
2039,2,2,25
2039,3,1,55
2039,4,2,50
2039,5,1,3
2040,1,1,35
2040,2,2,28
2041,1,1,40
2041,2,2,35
2041,3,2,14
2041,4,1,12
2042,1,1,60
2042,2,2,50
2042,3,1,45
2042,4,2,30
2042,5,2,12
2042,6,2,13
2042,7,2,8
2043,1,1,40
2043,2,2,30
2043,3,2,6
2044,1,1,65
2044,2,2,55
2044,3,1,23
2044,4,1,20
2044,5,1,19
2044,6,1,18
2044,7,2,65
2045,1,1,70
2045,2,2,60
2045,3,1,14
2045,4,2,22
2046,1,1,38
2046,2,2,26
2046,3,2,3
2046,4,2,9
2047,1,1,45
2047,2,2,35
2047,3,2,16
2047,4,2,15
2047,5,2,12
2048,1,1,55
2048,2,2,25
2048,3,2,10
2048,4,2,9
2048,5,1,8
2049,1,1,70
2049,2,2,60
2049,3,1,35
2049,4,2,25
2049,5,1,6
2049,6,2,3
2050,1,1,75
2050,2,2,60
2050,3,1,25
2050,4,2,20
2050,5,2,17
2050,6,1,14
2050,7,1,12
2051,1,1,35
2051,2,2,28
2051,3,1,12
2051,4,1,8
2052,1,2,60
2052,2,1,13
2052,3,2,9
2053,1,1,45
2053,2,2,40
2053,3,1,30
2053,4,2,5
2053,5,1,18
2053,6,2,68
2053,7,2,24
2054,1,1,38
2054,2,2,30
2054,3,2,12
2054,4,1,10
2054,5,2,8
2054,6,2,65
2055,1,1,45
2055,2,2,44
2055,3,1,17
2055,4,1,15
2055,5,2,70
2056,1,1,40
2056,2,2,35
2056,3,1,19
2056,4,1,17
2056,5,2,14
2057,1,1,25
2057,2,2,19
2057,3,2,2
2058,1,1,45
2058,2,2,40
2058,3,1,25
2058,4,2,18
2058,5,1,22
2059,1,1,75
2059,2,2,38
2059,3,2,12
2059,4,2,10
2060,1,1,23
2060,2,2,20
2061,1,1,30
2061,2,2,28
2061,3,2,8
2062,1,1,43
2062,2,2,35
2062,3,2,5
2062,4,1,1
2062,5,2,3
2062,6,2,60
2063,1,1,28
2063,2,2,25
2063,3,2,7
2063,4,2,5
2064,1,1,55
2064,2,1,28
2064,3,2,23
2064,4,1,6
2064,5,1,4
2065,1,1,45
2065,2,2,40
2065,3,1,19
2065,4,2,16
2065,5,1,14
2065,6,2,60
2066,1,1,30
2066,2,2,25
2066,3,1,6
2067,1,1,70
2067,2,2,60
2067,3,1,25
2067,4,2,20
2067,5,1,7
2067,6,1,2
2068,1,1,35
2068,2,2,32
2068,3,2,14
2068,4,1,9
2069,1,1,60
2069,10,2,2
2069,11,1,12
2069,12,1,22
2069,2,2,50
2069,3,1,33
2069,4,2,25
2069,5,2,8
2069,6,2,6
2069,7,1,5
2069,8,1,26
2069,9,2,19
2070,1,1,55
2070,2,2,50
2070,3,1,32
2070,4,1,30
2071,1,1,50
2071,2,2,45
2071,3,2,15
2071,4,1,10
2071,5,1,8
2072,1,1,35
2072,2,2,25
2072,3,2,10
2072,4,1,6
2073,1,1,30
2073,2,2,25
2073,3,1,14
2073,4,2,16
2074,1,1,60
2074,2,1,25
2074,3,2,18
2075,1,1,34
2075,2,2,26
2075,3,1,15
2075,4,1,12
2076,1,1,30
2076,2,2,25
2076,3,2,10
2076,4,2,8
2076,5,2,5
2076,6,1,3
2077,1,1,21
2077,2,1,12
2077,3,1,70
2078,1,1,35
2078,2,2,28
2078,3,2,12
2078,4,1,6
2079,1,1,35
2079,2,2,30
2079,3,1,60
2080,1,2,50
2080,2,1,25
2081,1,2,40
2081,2,1,19
2082,1,1,35
2082,2,2,25
2082,3,1,9
2083,1,1,50
2083,2,2,45
2083,3,1,20
2083,4,2,14
2084,1,1,35
2084,2,2,30
2084,3,1,5
2085,1,2,65
2085,2,1,35
2085,3,2,30
2085,4,2,5
2085,5,1,4
2085,6,2,2
