16001,1,60,6,1,3,19,1,1,2,2
16001,2,55,16,2,3,19,1,1,2,2
16001,3,38,10,1,3,19,1,1,2,1
16001,4,35,10,2,3,19,2,,,
16004,1,65,2,1,3,3,2,,,
16004,11,32,16,1,3,3,2,,,
16004,2,60,16,2,3,3,2,,,
16004,3,30,10,1,3,3,2,,,
16004,4,25,10,2,3,3,2,,,
16004,7,25,10,1,3,3,1,1,2,2
16004,8,22,10,2,3,3,1,1,2,2
16005,1,45,5,1,3,3,1,1,,1
16005,2,40,16,2,3,3,1,1,,2
16005,4,18,10,1,3,3,2,,,
16008,1,35,16,1,1,11,1,1,,2
16008,2,30,16,2,1,11,1,1,,2
16009,1,55,16,1,3,3,1,1,,1
16009,2,42,16,2,3,3,1,1,,2
16009,3,21,10,1,3,3,2,,,
16013,1,35,9,1,3,3,1,1,,1
16013,2,25,16,2,3,3,1,1,,2
16017,1,32,16,1,1,11,1,1,,2
16017,2,25,5,2,1,11,1,1,,2
16018,1,40,16,2,1,11,1,1,,2
16018,2,18,12,1,1,11,2,,,
16021,1,48,8,1,3,9,1,1,2,2
16021,2,38,7,2,4,32,2,,,
16023,1,50,16,1,1,11,1,1,2,2
16023,2,45,16,2,1,11,1,1,2,2
16023,3,30,7,2,1,11,1,1,2,2
16024,1,40,16,2,1,11,1,1,2,2
16024,2,30,16,1,1,11,1,1,2,2
16025,1,28,9,1,1,11,1,1,2,2
16025,2,22,16,2,1,11,2,,,
16027,1,35,10,1,2,11,1,1,,1
16027,2,23,10,2,1,11,2,,,
16028,1,36,16,1,1,11,1,1,2,1
16028,2,28,16,2,1,11,1,10,2,2
16029,1,49,2,1,3,3,2,,,
16029,2,40,16,2,3,3,2,,,
16029,3,38,16,2,3,3,2,,,
16029,4,26,6,1,3,3,1,1,,2
16029,5,19,10,2,3,3,2,,,
16031,1,34,16,2,3,7,1,1,,2
16033,1,35,10,1,3,3,2,,,
16035,1,55,16,1,2,11,2,,,
16035,2,30,16,1,2,11,1,1,,2
16035,3,25,16,2,2,11,2,,,
16036,1,42,16,1,3,3,1,1,,2
16036,2,32,8,2,3,3,2,,,
16036,3,30,16,2,3,3,1,1,,1
16037,1,40,10,1,3,3,1,9,2,1
16037,2,38,16,2,3,3,2,,,
16038,1,70,16,1,3,19,2,,,
16038,2,30,10,1,3,19,2,,,
16040,1,35,7,1,1,11,1,1,2,2
16040,2,31,7,2,1,11,2,,,
16047,1,60,2,1,3,3,1,1,2,2
16047,2,50,16,2,3,3,2,,,
16047,3,18,10,1,3,3,2,,,
16054,1,45,16,1,2,17,1,1,,2
16054,2,35,16,2,2,17,2,,,
16054,3,32,16,2,2,17,2,,,
16055,1,28,10,1,2,17,1,1,2,1
16055,6,50,16,2,2,17,2,,,
16058,1,35,10,1,1,1,1,20,2,2
16058,2,30,16,2,1,1,2,,,
16062,1,46,16,1,1,1,1,1,2,2
16062,2,43,16,2,1,1,2,,,
16062,3,22,9,1,1,1,2,,,
16065,1,40,5,1,1,1,1,1,,1
16065,2,30,16,2,1,1,2,,,
16066,1,45,7,1,1,1,1,1,,2
16066,2,35,16,2,1,1,2,,,
16066,3,22,7,1,1,1,2,,,
16067,1,45,16,1,1,1,1,1,2,2
16067,2,35,16,2,1,1,2,,,
16067,3,27,13,1,1,1,1,32,2,1
16070,1,50,10,1,4,3,1,1,,2
16070,10,40,10,1,3,3,2,1,,
16070,11,35,10,2,3,3,2,,,
16070,2,38,6,2,4,3,2,,,
16070,5,45,16,1,3,3,1,1,,2
16070,6,35,3,2,4,3,1,1,,2
16070,9,18,12,1,3,3,2,,,
16071,1,45,16,1,3,3,2,,,
16071,2,40,3,2,3,3,1,1,,2
16072,1,55,10,2,3,9,1,13,2,2
16072,2,50,10,2,3,9,1,13,2,2
16075,1,48,5,1,3,3,1,1,,2
16075,2,45,10,2,3,3,2,,,
16075,3,35,8,2,3,3,1,1,2,2
16076,1,50,3,1,3,3,2,,,
16076,2,45,16,2,3,3,2,,,
16076,3,30,10,1,3,3,1,1,,2
16076,4,25,10,2,3,3,2,,,
16076,8,27,10,1,3,3,1,1,2,2
16081,1,42,7,1,3,19,1,1,2,2
16081,2,41,9,2,-999,19,2,,,
16082,1,65,16,2,1,11,1,1,2,2
16082,2,45,16,1,1,11,1,1,2,2
16082,3,25,15,1,1,11,1,1,2,1
16082,4,20,5,2,1,11,2,,,
16083,1,30,9,1,1,11,1,1,,2
16083,2,25,16,2,1,11,2,,,
16084,1,32,10,1,-999,3,2,,,
16084,2,28,10,2,4,3,2,,,
16088,1,56,10,1,4,3,1,1,2,2
16090,1,50,16,1,1,11,2,,,
16090,2,40,10,2,1,11,1,2,1,2
16091,1,35,9,1,1,11,2,,,
16091,2,28,7,2,1,11,2,,,
16095,1,70,16,1,1,11,2,,,
16095,3,60,16,1,1,11,2,,,
16095,4,50,16,2,1,11,2,,,
16095,5,30,10,1,1,11,1,1,2,2
16098,1,48,16,2,3,3,1,1,2,2
16098,2,30,13,1,3,3,1,1,2,2
16098,3,23,9,2,3,3,2,,,
16098,4,25,12,1,3,3,2,,,
16101,1,65,16,1,3,3,2,,,
16101,2,60,16,2,3,3,1,8,2,2
16101,3,34,8,1,3,3,1,1,,2
16101,4,25,10,2,3,3,2,,,
16103,1,40,16,1,3,3,2,,,
16105,1,60,16,1,3,3,1,1,2,2
16105,11,45,9,1,3,3,1,1,2,2
16105,12,35,10,2,3,3,1,1,2,2
16105,15,40,13,1,3,3,1,1,2,2
16105,16,32,9,2,3,3,1,1,2,2
16105,2,50,7,2,3,3,1,1,2,2
16105,6,55,16,1,3,3,1,1,,
16105,7,35,5,2,3,3,1,1,2,2
16107,1,52,10,1,3,3,1,1,2,2
16107,2,32,10,2,4,3,2,,,
16107,3,24,10,1,3,3,2,,,
16107,4,21,12,1,3,3,2,,,
16109,1,48,3,1,2,11,2,,,
16109,2,40,16,2,1,11,2,,,
16111,1,42,4,1,1,11,1,1,,1
16111,2,39,16,2,1,11,1,1,,1
16113,1,39,16,1,1,11,1,1,,2
16113,2,34,16,2,1,11,1,1,,2
16115,1,55,8,1,1,11,1,10,2,1
16115,2,41,16,2,1,11,1,1,,2
16116,1,39,10,1,1,11,1,11,2,2
16116,2,33,7,2,1,11,2,,,
16116,3,18,12,1,1,11,2,,,
16118,1,50,16,1,1,11,1,1,,2
16118,2,40,16,2,1,11,2,,,
16118,3,40,16,2,1,11,1,1,,1
16118,5,40,5,1,1,11,1,1,,1
16118,6,35,11,2,1,11,2,,,
16119,1,57,5,1,1,11,1,10,2,1
16122,1,45,3,1,1,11,2,,,
16122,2,30,4,1,1,11,2,,,
16124,1,28,5,1,1,11,1,1,,2
16125,1,65,3,1,1,11,2,,,
16125,2,55,16,2,1,11,2,,,
16125,3,23,10,1,1,11,1,9,,1
16125,4,18,10,2,1,11,2,,,
16128,1,65,16,1,1,11,2,,,
16128,2,50,16,1,1,11,2,,,
16128,3,35,16,1,1,11,1,1,,1
