6400101,6400201,6400501,6419201,6418101,0,0,0,0
6400102,6419202,6407801,6418804,0,0,0,0,0
6400105,6400204,6408903,6407801,0,0,0,0,0
6400106,6418803,6407801,6408903,6400204,0,0,0,0
6400107,6421103,6400204,6402708,0,0,0,0,0
6400201,6417101,6420501,6410504,6404501,0,0,0,0
6400202,6400302,6400102,6419202,0,0,0,0,0
6400204,6400106,6419202,6407703,6421608,0,0,0,0
6400501,6404701,6408001,6410301,6419101,0,0,0,0
6400502,6419202,6410302,6419102,6414901,0,0,0,0
6400901,6401801,6401701,6401101,6402001,0,0,0,0
6400902,6401302,6400602,6402002,6401502,0,0,0,0
6401301,6401601,6402201,6400701,6401201,0,0,0,0
6401302,6402101,6401602,6401202,6401102,0,0,0,0
6401601,6401701,6401001,6401101,6401301,0,0,0,0
6401602,6401001,6401102,6401702,6401902,0,0,0,0
6401603,6402801,6414801,6402701,0,0,0,0,0
6401604,6401702,6401001,6401102,0,0,0,0,0
6401901,6400601,6400801,6402001,6401301,0,0,0,0
6401902,6415002,6400802,6400602,6402602,0,0,0,0
6401903,6402706,6400805,6400604,0,0,0,0,0
6402401,6402301,6401301,6425501,0,0,0,0,0
6402402,6402202,6403102,6415102,6402602,0,0,0,0
6402404,6404001,6402201,6402301,6401301,0,0,0,0
6402501,6402601,6403103,6403201,0,0,0,0,0
6402502,6402202,6402602,6403104,6402702,0,0,0,0
6402601,6406501,6421201,6421801,6402501,0,0,0,0
6402602,6402502,6403002,6404802,6418702,0,0,0,0
6402902,6402702,6403602,6402602,6425402,0,0,0,0
6403101,6402501,6402701,6403601,0,0,0,0,0
6403102,6403202,6402702,6402602,6403602,0,0,0,0
6403103,6402701,6413810,6413601,6412304,0,0,0,0
6403104,6403602,6402502,6402602,0,0,0,0,0
6403201,6402501,6403601,6403103,6402601,0,0,0,0
6403202,6403104,6402602,6403602,6402502,0,0,0,0
6403402,6403301,6402602,6402502,6403502,0,0,0,0
6403601,6403801,6404201,6403901,0,0,0,0,0
6403602,6403801,6404202,6402702,6403901,0,0,0,0
6403801,6402701,6414701,0,0,0,0,0,0
6403802,6402501,6402701,6403101,6403602,0,0,0,0
6403803,6403602,6402702,6414702,6403901,0,0,0,0
6403901,6403802,6404202,6403602,6404101,0,0,0,0
6404101,6402408,6404002,6402802,6411701,0,0,0,0
6404201,6403601,6424401,6414505,6410504,0,0,0,0
6404202,6403802,6403602,6403901,6404604,0,0,0,0
6404401,6409201,6404501,6420501,6412001,0,0,0,0
6404402,6404601,6419901,6420501,0,0,0,0,0
6404403,6418103,6422403,6406901,6412001,0,0,0,0
6404404,6404501,6412002,6418103,0,0,0,0,0
6404501,6400203,6420801,6420501,6421501,0,0,0,0
6404502,6405402,6420802,6404702,6404602,0,0,0,0
6404701,6408501,6408001,6405401,0,0,0,0,0
6405101,6406501,6405001,0,0,0,0,0,0
6405102,6405001,6406502,6404802,6401503,0,0,0,0
6405103,6406601,6410701,0,0,0,0,0,0
6405104,6405001,6404802,6406502,6401504,0,0,0,0
6405106,6405001,6407703,6401504,6406502,0,0,0,0
6405301,6406301,6409201,0,0,0,0,0,0
6405302,6409202,6407302,6408302,0,0,0,0,0
6405401,6404701,6408001,6418901,0,0,0,0,0
6405402,6401504,6404702,6404602,6418902,0,0,0,0
6405501,6412201,6415801,6405601,6406608,0,0,0,0
