29001,1,2,35
29002,1,1,55
29002,2,2,45
29002,3,1,25
29002,4,1,20
29002,5,1,18
29002,6,2,16
29003,1,1,70
29003,2,2,65
29003,3,1,20
29003,4,2,18
29003,5,1,13
29003,6,1,10
29004,1,1,50
29004,2,2,40
29004,3,2,35
29004,4,2,18
29004,5,1,16
29004,6,1,6
29004,7,2,70
29005,1,1,36
29005,2,2,32
29005,3,1,19
29005,4,1,9
29006,1,1,46
29006,2,2,32
29006,3,2,17
29006,4,1,15
29006,5,1,13
29006,6,2,70
29007,1,1,38
29007,2,2,30
29007,3,2,10
29007,4,1,8
29008,1,1,30
29008,2,2,25
29008,3,1,3
29009,1,1,30
29010,1,2,50
29010,2,1,20
29011,1,1,35
29011,2,1,30
29011,3,1,25
29012,1,1,35
29012,2,2,30
29012,3,1,12
29012,4,2,9
29013,1,1,60
29013,2,2,50
29013,3,1,18
29014,1,1,60
29014,2,2,45
29014,3,1,22
29014,4,2,19
29014,5,2,85
29015,1,1,45
29015,2,2,35
29015,3,2,17
29015,4,1,14
29015,5,1,12
29016,1,1,69
29016,2,2,58
29016,3,1,32
29016,4,2,25
29016,5,1,10
29016,6,1,3
29017,1,1,45
29017,2,2,40
29017,3,2,35
29017,4,2,20
29017,5,2,17
29017,6,2,8
29017,7,2,7
29017,8,1,5
29018,1,1,60
29018,2,2,55
29018,3,1,30
29018,4,2,22
29018,5,1,8
29018,6,1,6
29019,1,1,60
29019,2,2,50
29019,3,1,23
29019,4,1,18
29020,1,2,50
29021,1,1,60
29021,2,2,50
29021,3,1,40
29021,4,2,35
29021,5,1,35
29021,6,2,30
29021,7,1,4
29021,8,1,2
29021,9,1,24
29022,1,2,60
29023,1,1,49
29023,2,2,43
29023,3,2,20
29023,4,1,18
29023,5,2,16
29023,6,1,13
29024,1,2,55
29024,2,1,24
29024,3,1,19
29024,4,1,17
29024,5,1,13
29024,6,2,16
29025,1,2,60
29026,1,1,50
29026,2,2,35
29026,3,2,17
29026,4,1,15
29026,5,1,13
29027,1,1,40
29027,2,2,30
29027,3,1,12
29027,4,1,10
29027,5,2,8
29028,1,1,40
29028,2,2,35
29028,3,2,14
29028,4,2,12
29028,5,1,80
29028,6,2,70
29029,1,1,50
29029,2,2,45
29029,3,2,18
29029,4,1,19
29029,5,1,21
29029,6,2,23
29030,1,1,45
29030,2,2,40
29030,3,2,21
29030,4,2,19
29030,5,2,17
29031,1,1,30
29031,2,2,25
29031,3,1,28
29031,4,2,50
29032,1,1,50
29032,2,2,48
29032,3,1,22
29032,4,2,19
29032,5,1,6
29033,1,1,60
29033,2,2,50
29033,3,1,35
29033,4,2,10
29033,5,2,8
29033,6,1,30
29033,7,1,28
29033,8,1,25
29034,1,1,42
29034,2,2,30
29034,3,2,8
29034,4,1,5
29035,1,1,60
29035,2,2,55
29035,3,1,32
29035,4,2,22
29035,5,1,28
29035,6,1,17
29035,7,2,12
29036,1,1,55
29036,2,2,50
29036,3,1,21
29036,4,2,70
29037,1,1,60
29037,2,1,22
29037,3,2,20
29037,4,1,18
29038,1,1,55
29038,2,2,48
29038,3,2,16
29038,4,2,60
29039,1,1,35
29039,2,2,27
29039,3,2,11
29040,1,1,45
29040,2,2,42
29040,3,1,17
29041,1,1,38
29041,2,2,35
29041,3,2,15
29041,4,1,13
29042,1,1,60
29042,2,2,55
29042,3,1,25
29042,4,2,21
29043,1,1,34
29043,2,2,24
