28273,1,,,,1,,,,,,
28267,1,,,,1,,,,,,
27262,1,,,,,,,,1,,
28252,1,,,,,,,,1,,
28214,2,,,,,,,,1,,
28224,1,,,,,,,,1,,
28027,1,,,,,,,,1,,
28309,1,,,,,,,,1,,
28024,1,,,,,,,,1,,
28048,1,,,,,,,,1,,
28221,7,,,,,,,,1,,
28285,1,,,,,,,,1,,
28283,1,1,1,,,,,,1,,
28284,1,,,1,,,,,1,,
28033,1,,,,,,,,1,,
28236,2,,,,,,,,1,,
28107,1,,,,,,,,1,,
28128,1,,,,,,,,1,,
28072,1,,1,,,,,,1,,
28229,1,,1,,,,,,,,
28072,2,,1,,,,,,,,
28036,3,,,1,,,,,,,1
28211,2,,,1,,,,,,,
28127,2,,,1,,,,,,,
28173,1,,1,,,,,,,,
28072,2,,1,,,,,,,,
28252,2,,1,,,,,,,,
28194,5,,1,,,,,,,,
28198,2,,1,,,,,,,,
28191,3,,1,,,,,,,,
28199,2,,1,,,,,,,,
28202,3,,1,,,,,,,,
28089,2,,1,,,,,,,,
