31003,1,68,16,1,1,1,2,,,,2,2,2,3,1,3
31003,2,32,8,1,1,1,1,9,2,1,2,2,2,1,1,2
31003,5,25,10,1,1,1,1,10,2,2,2,1,2,1,1,2
31003,6,20,5,2,1,1,2,,,,1,2,1,1,1,3
31005,1,45,16,1,1,1,1,1,2,2,1,1,1,1,1,2
31006,1,50,16,1,1,1,1,1,3,2,2,2,2,1,1,2
31006,2,40,16,2,1,1,1,1,3,2,2,2,2,1,1,2
31007,1,80,16,1,1,1,2,,,,1,1,1,1,3,
31007,2,50,16,1,1,1,1,1,2,1,2,2,2,1,1,2
31007,3,45,16,2,1,1,1,1,2,2,1,1,1,1,1,2
31007,4,18,14,1,1,1,2,,,,2,-999,2,3,1,2
31009,1,40,16,1,1,1,2,,,,2,2,2,1,1,2
31009,2,30,3,2,1,1,1,1,2,2,1,2,1,1,1,2
31009,4,20,4,1,1,1,1,1,2,2,2,2,2,1,1,2
31010,1,50,16,1,1,1,1,8,3,2,2,1,2,1,1,2
31010,2,45,16,2,1,1,1,10,2,1,1,1,1,1,1,2
31012,1,38,9,1,1,1,1,9,2,1,2,2,1,1,1,
31012,2,25,7,2,1,1,2,,,,2,2,2,1,1,
31015,1,43,16,1,1,1,1,1,3,1,2,2,2,1,1,2
31015,2,38,2,2,1,1,1,1,2,1,2,2,2,1,1,2
31015,3,22,10,1,1,1,1,20,2,1,2,2,2,1,1,2
31015,4,20,10,2,1,1,2,,,,2,-888,2,3,1,2
31015,5,35,16,1,1,1,1,1,2,2,2,2,1,3,3,
31017,1,48,4,1,1,1,2,,,,1,1,1,1,1,2
31017,2,30,8,1,1,1,1,10,2,2,2,2,1,1,1,1
31017,3,25,8,1,1,1,2,,,,2,2,2,1,1,2
31018,1,45,16,2,1,1,2,,,,1,1,1,1,1,2
31018,3,25,16,1,1,1,1,1,2,1,2,2,2,3,3,
31019,1,50,5,1,1,1,1,22,2,1,2,2,2,1,1,1
31019,2,45,16,1,1,1,1,5,2,1,2,2,2,1,1,2
31024,1,40,16,1,1,1,1,5,2,1,2,1,2,1,1,2
31024,2,35,16,2,1,1,1,1,2,2,2,2,2,1,1,2
31027,1,38,6,1,1,1,1,17,2,1,2,1,1,1,1,3
31027,2,32,16,2,1,1,2,,,,1,1,1,1,1,1
31027,6,27,5,1,1,1,1,5,2,1,2,1,2,1,3,
31027,7,25,9,2,1,1,2,,,,1,1,1,1,1,1
31028,1,60,16,1,1,1,2,,,,2,1,1,1,1,1
31028,2,52,16,2,1,1,2,,,,2,2,2,1,1,2
31028,3,36,10,1,1,1,1,6,1,2,2,1,1,1,1,1
31028,4,30,16,2,1,1,2,,,,2,-999,2,3,1,1
31028,8,25,5,1,1,1,1,17,2,1,2,1,2,1,3,
31028,9,20,10,2,1,1,2,,,,2,-999,2,1,1,1
31030,1,32,3,1,1,1,1,9,2,1,2,1,2,1,1,2
31030,2,23,5,2,1,1,2,,,,2,2,2,1,1,1
31031,1,35,16,1,1,1,1,1,2,2,2,2,2,3,2,2
31031,2,19,10,1,1,1,1,5,2,1,2,2,2,3,2,2
31035,1,21,7,2,1,1,1,10,2,1,2,2,2,3,3,
31035,3,45,16,2,1,1,2,,,,2,-999,2,1,3,
31036,1,40,4,1,3,18,1,30,2,1,2,2,2,1,1,1
31036,2,35,16,1,3,18,1,13,2,2,2,2,2,1,1,1
31036,3,18,8,1,3,18,2,,,,2,2,2,3,1,1
31037,1,28,2,2,3,18,1,22,2,2,2,1,2,1,1,2
31037,2,25,3,1,3,4,2,,,,2,1,2,1,1,2
31040,1,40,5,1,3,21,1,13,2,1,2,2,2,1,1,2
31040,2,35,4,2,3,21,2,,,,2,2,2,3,1,2
31042,1,55,16,1,3,21,1,10,2,1,2,2,2,1,1,2
31042,2,50,16,2,3,21,1,25,3,2,2,2,1,1,1,2
31046,1,56,8,1,3,21,1,9,1,1,2,2,1,1,1,3
