35172,1,,,,1,,,,,,
35181,1,,,,1,,,,,,
35173,1,,,,1,,,,,,
34144,1,,,,,,,,1,,
35203,1,,,,,,,,1,,
35026,2,,,,,,,,1,,
35071,1,,,,,,,,1,,
35071,4,,,,,,,,1,,
35168,1,,,,,,,,1,,
35182,1,,,,,,,,1,,
35176,1,,,,,,,,1,,
35195,1,,,,,,,,1,,
35152,1,,,,,,,,1,,
35153,1,,,,,,,,1,,
35137,1,,,,,,,,1,,
35145,1,,,,,,,,1,,
35027,1,,,,,,,,1,,
35080,1,,,1,,,,,,,
35045,2,,,1,,,,,,,
35047,2,,1,,,,,,,,
35180,2,,1,,,,,,,,
35126,2,,1,,,,,,,,
35205,1,,1,,,,,,,,
37057,3,,1,,,,,,,,
35019,2,,1,,,,,,,,
35017,2,,1,,,,,,,,
35027,2,,1,,,,,,,,
