55001,2,,,,,,,,,,
55004,2,,1,,,,,,,,
55018,4,,1,,,,,,,,
55018,3,,,,,,,,1,,
55020,7,,1,,,,,,1,,
55026,2,,1,,,,,,1,,
55030,2,,1,,,,,,1,,
55040,3,,1,,,,,,1,,
55043,2,,1,,,,,,1,,
55048,2,,1,,,,,,1,,
55052,2,,1,,,,,,1,,
55053,1,,1,,,,,,1,,
55056,1,,,,1,,,,1,,
55057,1,,,,,,,,1,,
55089,2,,1,,,,,,,,
55090,9,,1,,,,,,,,
55103,3,,1,,,,,,,,
55114,1,1,,,,,,,,,
55118,2,,1,,,,,,,,
55121,1,,,,,,,,,,
55130,1,,,1,,,,,,,
55132,1,,,,1,,,,,,
55142,7,,1,,,,,,,,
55143,1,,,,,,,,,,
55144,1,,,,,,,,,,
55145,1,1,,,,,,,,,
55148,1,,,1,,,,,,,
55154,5,,,,,,,,,,
55161,2,,1,,,,,,,,
55166,1,1,,,,,,,,,
55186,2,,1,,,,,,,,
55196,2,,1,,,,,,,,
55201,1,1,,,,,,,,,
55203,13,,,,,,,,,,
55206,4,,1,,,,,,,,
55207,2,,1,,,,,,,,
55209,1,,1,,,,,,,,
55210,1,,,,1,,,,,,
55212,1,,,,,,,,,,
55218,1,,1,,,,,,,,
55221,2,,,1,,,,,,,
55240,2,,1,,,,,,,,
55244,2,,1,,,,,,,,
55251,1,,,,,,,,,,1
55255,1,,,,,,,,,,1
