48082,1,,,,1,,,,,,
48173,1,,,,1,,,,1,,
48182,2,,,,,1,,,,,
48005,2,,,,,,,,1,,
48014,3,,1,,,,,,1,,
48177,1,,,,,,,,1,,
48180,2,,1,,,,,,1,,
48137,1,,,,,,,,1,,
48072,3,,,,,,,,1,,
48149,1,,,,,,,,1,,
48161,1,,,,,,,,1,,
48072,9,,,,,,,,1,,
48176,1,,,,,,,,1,,
48129,12,1,,,,,,,,,
48076,1,1,,,,,,,,,
48016,2,,,1,,,,,,,
48028,3,,,1,,,,,,,
48130,1,,,1,,,,,,,
48082,2,,1,,,,,,,,
48023,2,,1,,,,,,,,
48100,2,,1,,,,,,,,
48089,2,,1,,,,,,,,
48133,2,,1,,,,,,,,
48087,2,,1,,,,,,,,
48061,2,,1,,,,,,,,
48056,6,,1,,,,,,,,
48104,2,,1,,,,,,,,
48044,2,,1,,,,,,,,
48155,3,,1,,,,,,,,
48067,2,,1,,,,,,,,
