64005,1,,,,1,,,,,,
64058,1,,,,1,,,,,,
64137,1,,,,1,,,,,,
64122,1,,,,1,,,,,,
64150,2,,,,,,,1,,,
64181,3,,,,,,1,,,,
64002,1,,,,,,,,1,,
64195,1,,,,,,,,1,,
64113,5,,,,,,,,1,,
64186,4,,,,,,,,1,,
64206,1,,,,,,,,1,,
64154,1,,,,,,,,1,,
64070,1,,,,,,,,1,,
64243,1,,,,,,,,1,,
64011,3,,,,,,,,1,,
64011,1,,,,,,,,1,,
64125,1,,,,,,,,1,,
64048,5,,,,,,,,1,,
64047,1,1,,,,,,,,,
64105,4,1,,,,,,,,,
64248,1,1,,,,,,,,,
64138,10,,,1,,,,,,,
64061,1,,,1,,,,,,,
64154,2,,,1,,,,,,,
64164,2,,1,,,,,,,,
64102,2,,1,,,,,,,,
64026,2,,1,,,,,,,,
64157,2,,1,,,,,,,,
64138,2,,1,,,,,,,,
64115,2,,1,,,,,,,,
64245,2,,1,,,,,,,,
64222,3,,1,,,,,,,,
64185,2,,1,,,,,,,,
64176,2,,1,,,,,,,,
64002,3,,1,,,,,,,,1
