42001,1,1,45
42001,2,2,35
42001,3,2,15
42001,4,1,14
42002,1,1,45
42002,2,2,36
42003,1,2,60
42003,2,2,72
42004,1,2,65
42004,2,2,40
42004,3,2,16
42004,4,1,12
42004,5,1,9
42005,1,1,50
42005,2,2,45
42005,3,2,12
42005,4,2,10
42005,5,1,9
42006,1,1,48
42006,2,2,35
42006,3,1,18
42006,4,2,16
42006,5,2,14
42007,1,1,40
42007,2,2,35
42007,3,2,15
42007,4,2,13
42007,5,1,12
42007,6,2,60
42008,1,1,40
42008,2,2,35
42008,3,2,15
42008,4,1,75
42009,1,2,65
42010,1,1,60
42010,2,2,55
42010,3,1,29
42010,4,1,24
42011,1,1,23
42011,2,2,50
42012,1,1,55
42013,1,1,45
42013,2,2,35
42013,3,1,13
42013,4,1,11
42014,1,2,60
42015,1,1,40
42015,2,2,38
42015,3,1,21
42016,1,1,50
42016,2,2,37
42016,3,2,16
42016,4,1,14
42016,5,2,12
42017,1,1,38
42017,2,2,32
42017,3,1,14
42018,1,1,36
42018,2,2,30
42018,3,1,15
42018,4,1,13
42019,1,1,65
42019,2,2,58
42020,1,1,57
42020,2,2,45
42020,3,2,13
42020,4,2,11
42021,1,1,50
42021,2,2,37
42021,3,1,15
42021,4,2,13
42022,1,2,55
42022,2,1,30
42022,3,2,22
42023,1,1,38
42023,2,2,29
42023,3,2,10
42024,1,1,35
42025,1,1,32
42025,2,2,28
42025,3,1,5
42025,4,2,2
42025,5,1,70
42026,1,1,70
42026,2,2,60
42026,3,1,35
42026,4,2,25
42026,5,2,4
42026,6,1,3
42027,1,1,30
42027,2,2,25
42027,3,1,5
42027,4,1,3
42027,5,2,54
42028,1,1,64
42028,2,2,55
42028,3,1,32
42028,4,2,28
42028,5,1,22
42028,6,1,6
42028,7,1,4
42029,1,1,45
42029,2,2,38
42029,3,2,16
42029,4,1,14
42030,1,1,55
42030,2,2,45
42031,1,1,63
42031,2,2,45
42031,3,1,24
42031,4,2,18
42031,5,2,91
42032,1,1,55
42032,2,2,40
42033,1,1,40
42033,2,2,35
42034,1,1,35
42034,2,2,24
42034,3,2,4
42034,4,1,26
42034,5,1,70
42034,6,2,60
42035,1,1,60
42035,2,2,50
42035,3,1,30
42035,4,2,20
42035,5,2,40
42036,1,1,45
42036,2,2,36
42036,3,2,18
42036,4,1,13
42037,1,1,38
42037,2,2,29
42037,3,2,12
42037,4,2,10
42038,1,2,65
42039,1,1,32
42039,2,2,75
42039,3,2,25
42039,4,1,28
42039,5,1,65
42039,6,2,48
42040,1,1,65
42040,2,2,55
42040,3,1,35
42040,4,2,30
42040,5,2,2
42040,6,1,30
42040,7,1,27
42041,1,1,31
42041,2,2,29
42041,3,1,3
42041,4,1,5
42041,5,1,58
42041,6,2,48
42042,1,1,40
42042,2,2,35
42042,3,2,18
42042,4,1,32
42042,5,2,28
42042,6,1,5
42042,7,2,65
42043,1,1,45
42043,2,2,38
42043,3,1,17
42043,4,1,16
42044,1,1,54
42044,2,2,40
42044,3,2,16
42044,4,1,13
42044,5,2,78
42045,1,1,42
42045,2,2,35
42045,3,2,70
42046,1,1,37
42046,2,2,31
42046,3,1,10
42046,4,1,6
42047,1,2,60
42047,2,2,45
42047,3,1,14
42047,4,2,12
42047,5,1,10
42047,6,1,5
42048,1,1,37
42048,2,2,26
42049,1,1,50
42049,2,2,40
42050,1,2,75
42050,2,1,52
42050,3,2,40
42050,4,1,17
42050,5,2,15
42050,6,2,55
42050,7,2,40
42051,1,1,64
42051,2,2,52
42051,3,2,70
42052,1,1,32
42052,2,2,25
42052,3,2,5
42053,1,1,58
42053,2,2,50
42053,3,1,29
42053,4,2,22
42053,5,1,25
42054,1,1,50
42054,2,2,49
42054,3,1,15
42054,4,2,81
42055,1,1,54
42055,2,2,39
42055,3,2,85
42056,1,1,45
42056,2,2,38
42057,1,2,70
42057,2,1,24
42058,1,1,60
42058,2,2,50
42058,3,1,30
42058,4,2,28
42058,5,1,28
42058,6,2,20
42059,1,1,56
42059,2,2,42
42059,3,1,23
42059,4,1,21
42060,1,1,49
42060,2,2,40
42060,3,1,20
42060,4,2,17
42060,5,1,14
42060,6,2,70
42061,1,1,35
42061,2,2,26
42061,3,1,62
42061,4,2,50
42061,5,2,56
42061,6,2,60
42061,7,1,31
42061,8,2,1
42062,1,1,38
42062,2,2,29
42062,3,1,70
42062,4,2,60
42063,1,1,50
42063,2,2,39
42063,3,1,18
42063,4,1,16
42063,5,1,15
42064,1,1,55
42064,2,2,47
42065,1,1,73
42065,2,2,68
42066,1,1,55
42066,2,2,50
42066,3,1,31
42066,4,1,25
42067,1,1,32
42067,2,2,28
42067,3,2,12
42067,4,1,10
42067,5,1,65
42067,6,2,60
42068,1,1,35
42068,2,2,25
42068,3,2,3
42068,4,1,3
42068,5,1,82
42068,6,2,55
42068,7,1,42
42068,8,2,30
42068,9,2,1
42069,1,1,25
42070,1,1,65
42070,2,2,50
42070,3,1,32
42070,4,2,23
42070,5,2,3
42070,6,1,6
42070,7,2,14
42071,1,2,48
42071,2,1,25
42071,3,1,23
42072,1,1,46
42072,2,2,34
42072,3,2,19
42072,4,2,17
42073,1,1,30
42073,2,2,27
42073,3,1,4
42073,4,2,3
42073,5,2,60
42074,1,1,42
42074,2,2,35
42074,3,2,17
42074,4,2,15
42074,5,2,7
42075,1,1,60
42075,2,2,45
42075,3,1,23
42075,4,1,21
42076,1,1,60
42076,10,1,12
42076,2,2,52
42076,3,1,29
42076,4,2,28
42076,5,2,4
42076,6,1,3
42076,7,1,22
42076,8,2,17
42076,9,1,14
42077,1,1,60
42077,2,2,48
42077,3,1,28
42077,4,1,23
42077,5,1,45
42077,6,2,36
42077,7,1,19
42077,8,2,17
42077,9,2,75
42078,1,1,47
42078,2,2,36
42078,3,1,22
42079,1,1,55
42079,2,2,45
42079,3,2,21
42080,1,2,35
42080,2,1,20
42080,3,2,65
42081,1,1,45
42081,2,2,39
42081,3,1,20
42081,4,1,17
42082,1,1,75
42082,2,2,60
42083,1,1,48
42083,2,2,37
42083,3,2,15
42083,4,1,13
42084,1,1,55
42084,2,2,46
42084,3,1,30
42084,4,1,80
42085,1,1,40
42085,2,2,35
42085,3,1,16
42085,4,2,14
42085,5,1,30
42085,6,2,22
42086,1,1,35
42086,2,2,25
42086,3,1,8
42086,4,2,6
42086,5,1,75
42086,6,2,60
42087,1,1,60
42087,2,2,50
42088,1,1,70
42088,2,2,60
42089,1,1,40
42089,2,2,34
42089,3,1,8
42089,4,1,6
42090,1,1,50
42090,2,2,45
42090,3,1,24
42090,4,1,20
42090,5,2,18
42090,6,1,85
42090,7,2,70
42091,1,1,50
42091,2,2,45
42091,3,1,30
42091,4,2,27
42091,5,2,26
42092,1,1,34
