54001,1,60,16,1,1,1,2,,,
54001,2,55,16,2,1,1,2,,,
54001,3,35,14,1,1,1,1,1,3,2
54001,4,25,10,2,1,1,2,,,
54002,1,30,7,1,1,1,1,18,2,1
54002,2,25,10,2,1,1,2,,,
54006,1,60,16,1,1,1,1,1,2,2
54006,2,45,16,2,1,1,1,1,2,2
54006,5,18,10,1,1,1,2,,,
54009,1,45,16,1,1,1,1,1,2,1
54009,2,40,16,2,1,1,2,,,
54010,1,38,14,1,1,1,1,1,3,2
54010,2,30,10,2,1,1,2,,,
54011,1,65,7,1,1,1,1,1,3,2
54011,2,59,4,2,1,1,2,,,
54011,3,35,14,1,1,1,2,,,
54011,4,29,10,2,1,1,2,,,
54011,6,33,13,1,1,1,1,1,3,2
54015,1,42,16,2,1,1,1,1,2,1
54016,1,55,16,1,1,1,1,5,2,1
54016,2,50,16,2,1,1,2,,,
54018,1,50,16,2,1,1,2,,,
54018,2,40,16,1,1,1,2,,,
54020,1,50,16,1,1,1,1,1,2,1
54020,2,42,16,2,1,1,1,1,2,2
54021,1,50,16,1,1,1,1,1,3,2
54021,2,45,16,2,1,1,1,1,2,2
54023,1,35,16,1,1,1,1,5,2,1
54023,2,28,9,2,1,1,2,,,
54026,1,45,16,1,1,1,1,1,2,2
54026,2,40,16,2,1,1,2,,,
54030,1,38,16,1,1,1,1,1,2,2
54030,2,31,16,2,1,1,1,1,2,2
54031,1,28,10,1,1,1,1,1,2,1
54034,1,55,7,2,4,6,2,,,
54034,2,28,14,1,4,6,1,16,2,1
54035,1,27,10,1,4,6,1,1,3,2
54035,2,23,10,2,4,6,2,,,
54040,1,50,16,2,4,6,1,1,3,2
54041,1,35,10,1,4,6,1,1,3,2
54042,1,55,16,1,4,6,1,1,2,2
54042,2,45,7,2,4,6,2,,,
54042,3,19,10,1,4,6,2,,,
54044,1,45,16,1,4,6,1,1,2,2
54044,2,33,10,2,4,6,1,7,1,2
54047,1,45,12,1,4,6,1,13,2,2
54047,2,40,16,2,4,6,2,,,
54047,3,22,13,1,4,6,2,,,
54047,4,19,13,1,4,6,2,,,
54048,1,80,16,1,4,6,2,,,
54048,12,35,14,1,4,6,2,,,
54048,13,30,13,2,4,6,2,,,
54048,2,70,16,2,4,6,2,,,
54048,3,48,7,1,4,6,1,1,3,2
54048,4,42,16,2,4,6,2,,,
54050,1,48,16,2,4,6,2,,,
54050,2,25,10,1,4,6,1,1,3,2
54052,1,40,3,2,4,6,1,5,2,1
54052,2,35,16,1,4,6,1,8,3,2
54054,1,46,8,1,4,6,1,1,3,2
54054,2,41,4,2,4,6,2,,,
54054,3,23,10,1,4,6,1,1,3,2
54054,7,40,16,1,4,6,1,1,3,2
54054,8,32,9,2,4,6,2,,,
54056,1,65,4,1,1,1,1,1,3,2
54056,12,19,9,1,1,1,2,,,
54056,2,55,16,2,1,1,1,1,3,2
54056,6,30,3,1,1,1,1,38,2,1
54056,7,26,16,2,1,1,2,,,
54058,1,47,1,2,4,6,2,,,
54059,1,65,6,1,4,6,1,1,3,2
54059,2,55,3,2,4,6,2,,,
54059,3,30,12,1,4,6,1,16,1,1
54059,4,25,12,2,4,6,2,,,
54061,1,50,16,1,4,6,1,1,3,2
54061,2,45,16,2,4,6,2,,,
54063,1,28,14,2,3,48,2,,,
54065,1,60,16,1,1,1,1,8,3,2
54065,12,22,10,1,1,1,2,,,
54065,2,56,16,2,1,1,2,,,
54065,3,38,16,1,1,1,1,1,3,2
54065,4,35,16,2,1,1,1,1,3,2
54065,7,36,7,1,1,1,1,1,3,2
54065,8,31,10,2,1,1,2,,,
54069,1,60,16,1,1,1,1,1,2,1
54069,2,55,16,2,1,1,2,,,
54069,5,18,9,1,1,1,2,,,
54072,1,38,10,1,1,1,1,1,3,2
54072,2,30,5,2,1,1,2,,,
54074,1,40,10,1,1,1,1,1,3,2
54074,2,38,4,2,1,1,1,1,3,2
54077,1,36,11,1,1,1,1,1,2,2
54077,2,29,10,2,1,1,2,,,
54079,1,42,4,2,1,1,1,7,2,2
54079,5,33,13,2,1,1,1,1,2,2
54079,6,22,14,1,1,1,2,,,
54080,1,32,10,1,1,1,1,1,3,2
54080,5,60,16,1,1,1,1,1,3,2
54080,6,50,16,1,1,1,2,,,
54081,1,67,10,2,1,1,1,1,3,2
54081,2,55,2,1,1,1,1,1,3,2
54081,3,30,12,1,1,1,1,1,3,2
54083,1,75,16,1,1,1,1,1,3,2
54083,2,68,16,2,1,1,2,,,
54083,3,38,10,1,1,1,1,1,3,2
54083,4,35,16,2,1,1,1,1,2,2
54085,1,39,7,1,4,6,1,1,3,2
54085,2,33,9,2,4,6,2,,,
54087,1,37,12,1,4,6,1,1,3,2
54087,2,32,12,2,4,6,1,1,3,2
54089,1,50,16,1,4,6,1,1,3,2
54089,2,45,16,2,4,6,1,1,3,2
54090,1,60,10,1,4,9,1,1,3,2
54090,2,50,3,2,4,9,1,1,3,2
54091,1,33,13,1,4,6,1,32,2,1
54091,2,28,11,2,4,6,2,,,
54091,4,31,13,1,4,6,1,1,3,2
54095,1,35,9,1,4,6,1,1,3,2
54095,2,29,12,2,4,6,1,1,3,2
54097,1,39,9,1,4,6,1,1,3,2
54097,2,35,3,2,4,6,1,1,3,2
54098,1,60,16,1,2,17,1,1,2,1
54098,2,55,5,2,2,17,1,7,1,1
54099,1,45,16,2,1,1,1,1,3,2
