52070,02,1,5
52227,04,1,5
52250,02,1,5
52067,02,1,5
52251,02,1,5
52233,02,6,10
52227,02,6,10
52052,02,6,10
52232,02,6,10
52192,02,6,10
52315,02,11,15
52068,02,11,15
52126,02,11,15
52242,06,11,15
52240,01,11,15
52245,04,16,20
52243,02,16,20
52275,02,16,20
52285,02,16,20
52145,02,16,20
52095,02,21,25
52070,05,21,25
52251,02,21,25
52327,02,21,25
52124,02,21,25
52085,02,26,30
52274,02,26,30
52140,02,26,30
52040,02,26,30
52130,02,26,30
52268,02,31,35
52096,04,31,35
52102,02,31,35
52297,04,31,35
52141,02,31,35
