21074,4,,,,1,,,,,,
21073,1,,,,1,,,,,,
21080,2,,,,,,,1,,,
21085,1,,,,,,,,1,,
21060,1,,,,,,,,1,,
21061,1,,,,,,,,1,,
21169,1,,,,,,,,1,,
21077,1,,,,,,,,1,,
21103,1,,,,,,,,1,,
21168,1,,,,,,,,1,,
21176,1,1,,,,,,,,,
21063,1,1,,,,,,,,,
21135,1,1,,1,,,,,,,
21020,1,1,,,,,,,,,
21036,3,,,1,,,,,,,
21055,2,,,1,,,,,,,
21159,5,,1,,,,,,,,
21122,2,,1,,,,,,,,
21154,4,,1,,,,,,,,
21133,2,,1,,,,,,,,
21074,2,,1,,,,,,,,
21073,2,,1,,,,,,,,
21013,2,,1,,,,,,,,
21104,2,,1,,,,,,,,
21184,3,,1,,,,,,,,
21123,2,,1,,,,,,,,
21174,3,,1,,,,,,,,
21111,2,,1,,,,,,,,
