56091,1,,,,1,,,,,,
56117,7,,,,,,,1,,,
56022,1,,,,,,,,1,,
56108,3,,,,,,,,1,,
56105,1,,1,,,,,,1,,
56026,3,,,,,,,,1,,
56084,1,,,,,,,,1,,
56053,1,,,,,,,,1,,
56138,1,,,,,,,,1,,
56037,1,,,,,,,,1,,
56099,1,1,,,,,,,,,
56027,1,1,,,,,,,,,
56121,1,,,1,,,,,,,
56136,4,,,1,,,,,,,
56079,2,,1,,,,,,,,
56076,2,,1,,,,,,,,
56031,2,,1,,,,,,,,
56082,8,,1,,,,,,,,
56092,2,,1,,,,,,,,
56088,2,,1,,,,,,,,
56132,1,,1,,,,,,,,
56051,3,,1,,,,,,,,
56084,2,,1,,,,,,,,
56005,2,,1,,,,,,,,
56037,2,,1,,,,,,,,
56113,1,,1,,,,,,,,
56027,2,,1,,,,,,,,
