63002,4,,,,1,,,,,,
63075,1,,,,1,,,,,,
63098,2,,,,,,,1,,,
63047,2,,,,,,1,,,,
63115,1,,,,,,,,1,,
63143,1,,,,,,,,1,,
63134,1,,,,,,,,1,,
63005,1,,,,,,,,1,,
63041,1,,,,,,,,1,,
63052,1,,,,,,,,1,,
63145,1,1,,,1,,,,,,
63042,4,,,1,,,,,,,
63118,1,,,1,,,,,,,
63028,2,,1,,,,,,,,
63157,2,,1,,,,,,,,
63102,2,,1,,,,,,,,
63035,10,,1,,,,,,,,
63115,2,,1,,,,,,,,
63066,2,,1,,,,,,,,
63012,4,,1,,,,,,,,
63024,2,,1,,,,,,,,
63135,2,,1,,,,,,,,
63099,2,,1,,,,,,,,
63070,2,,1,,,,,,,,
63070,6,,1,,,,,,,,
63065,2,,1,,,,,,,,
63105,2,,1,,,,,,,,
63114,2,,1,,,,,,,,
63011,2,,1,,,,,,,,
63009,2,,1,,,,,,,,
