19022,2,,,,,,,1,,,
19025,1,,,,,,,,1,,
19041,2,,,,,,,,1,,
19033,2,,,,,,,,1,,
19103,2,,,,,,,,1,,
19128,2,,,,,,,,1,,
19159,1,,,,,,,,1,,
19111,1,,,,,,,,1,,
19156,1,1,,1,,,,,,,
19082,1,,,1,,,,,,,
19191,2,,,1,,,,,,,
19044,2,,1,,,,,,,,
19064,2,,1,,,,,,,,
19141,2,,1,,,,,,,,
19152,2,,1,,,,,,,,
19014,2,,1,,,,,,,,
19146,2,,1,,,,,,,,
19158,2,,1,,,,,,,,
19120,2,,1,,,,,,,,
19140,2,,1,,,,,,,,
19130,3,,1,,,,,,,,
19125,3,,1,,,,,,,,
19114,14,,1,,,,,,,,
19017,2,,1,,,,,,,,
19150,1,,1,,,,,,,,
19176,4,,1,,,,,,,,
19086,2,,1,,,,,,,,
