20022,02,1,5
20023,02,1,5
20122,02,1,5
20138,02,1,5
20145,02,1,5
20058,02,6,11
20050,02,6,11
20080,02,6,11
20100,04,6,11
20158,02,6,11
20040,02,6,11
20019,02,12,16
20021,01,12,16
20013,02,12,16
20143,02,12,16
20142,02,12,16
20063,02,17,21
20026,02,17,21
20054,02,17,21
20100,03,17,21
20029,02,17,21
20052,02,22,26
20077,09,22,26
20014,02,22,26
20045,06,22,26
20094,02,22,26
20154,02,27,31
20147,02,27,31
20149,02,27,31
20150,02,27,31
20144,02,27,31
20102,04,32,36
20097,02,32,36
20102,02,32,36
20061,02,32,36
20052,02,32,36
20018,02,37,41
20015,02,37,41
20002,02,37,41
20003,02,37,41
20085,02,37,41
20065,02,42,46
20003,01,42,46
20068,07,42,46
20051,02,42,46
20103,02,42,46
20146,02,47,51
20129,02,47,51
20091,02,47,51
20147,01,47,51
20010,03,47,51
20011,02,52,56
20126,02,52,56
20123,02,52,56
20157,02,52,56
20152,02,52,56
20155,02,57,61
20084,02,57,61
20045,01,57,61
20156,02,57,61
20153,02,57,61
