20001,1,52,11,1,4,5,1,1,1,1
20001,2,45,16,2,3,5,1,1,2,2
20001,3,21,13,1,3,5,2,,,
20003,1,50,16,2,3,3,1,1,2,2
20003,2,20,9,1,3,3,1,14,2,2
20003,3,18,12,1,3,3,2,,,
20006,1,65,16,1,3,3,1,1,2,2
20006,2,50,16,2,3,3,1,14,2,2
20006,3,31,10,1,3,3,1,14,2,2
20006,4,26,16,2,3,3,1,14,2,2
20007,1,29,8,1,3,3,1,1,2,2
20007,2,25,10,2,3,3,2,,,
20008,1,75,16,1,3,3,1,1,2,2
20008,2,65,16,2,3,3,2,,,
20008,3,30,10,1,3,3,1,1,3,2
20008,4,23,10,2,3,3,2,,,
20008,6,28,10,1,3,3,1,1,2,2
20008,7,20,10,2,3,3,2,,,
20010,1,80,16,2,3,3,1,14,2,2
20010,3,38,16,2,3,3,1,1,2,2
20013,1,50,16,1,1,1,1,18,2,1
20013,2,32,16,2,1,1,1,1,2,2
20013,4,25,4,1,1,1,1,18,2,2
20013,5,22,5,2,1,1,2,,,
20013,8,26,7,1,1,1,1,9,2,2
20018,1,45,16,1,1,1,1,1,2,1
20018,2,38,16,2,1,1,1,1,2,2
20019,1,40,16,1,1,1,1,1,2,2
20019,2,38,16,2,1,1,1,1,2,2
20019,3,18,10,1,1,1,2,,,
20029,1,50,16,1,3,3,1,1,2,2
20029,2,40,16,1,3,3,1,1,2,2
20030,1,38,14,1,3,3,2,,,
20030,2,32,7,2,3,3,1,1,3,2
20030,5,36,12,1,3,3,1,14,3,2
20030,6,29,10,2,3,3,1,14,3,2
20031,1,45,13,1,3,3,1,1,3,2
20032,1,35,12,1,3,3,1,1,3,2
20032,2,22,10,2,3,3,1,1,2,2
20035,1,60,4,1,3,3,1,1,3,2
20035,2,55,16,2,3,3,2,,,
20035,3,50,16,2,3,3,2,,,
20035,7,18,12,1,3,3,2,,,
20035,8,18,10,1,3,3,2,,,
20037,1,40,10,1,3,3,1,1,3,1
20037,2,26,8,2,3,3,2,,,
20038,1,45,4,1,3,3,1,1,2,2
20038,2,38,16,1,3,3,2,,,
20038,4,18,10,1,3,3,2,,,
20039,1,40,16,2,3,3,1,1,2,1
20039,2,35,16,1,3,3,1,1,2,1
20041,1,45,5,1,3,3,1,1,2,2
20041,2,38,7,2,3,3,1,1,2,2
20042,1,55,16,1,1,3,1,14,2,2
20042,2,45,16,2,1,3,1,14,2,2
20042,3,28,11,1,3,3,1,1,2,2
20042,4,26,16,2,-999,3,1,14,2,2
20044,1,40,9,1,3,3,1,1,3,2
20044,2,28,10,2,3,3,2,,,
20045,1,70,16,2,3,3,1,1,2,2
20045,2,35,10,1,3,3,1,10,2,1
20045,3,30,10,2,3,3,1,10,2,1
20045,5,30,10,1,3,3,1,1,2,2
20045,6,28,2,2,3,3,1,1,2,2
20054,1,46,9,2,3,3,1,1,2,2
20054,2,36,7,1,3,3,1,1,2,2
20055,1,26,10,1,3,3,1,1,3,2
20058,1,40,7,1,3,6,2,,,
20058,2,37,6,2,3,6,2,,,
20058,3,18,11,1,3,6,2,,,
20060,1,40,4,1,3,5,1,1,3,2
20060,2,32,16,1,3,5,2,,,
20063,1,39,10,1,3,6,1,1,2,2
20063,2,30,7,2,3,6,1,14,2,2
20064,1,45,16,1,3,3,1,1,3,2
20064,2,35,16,2,3,3,2,,,
20068,1,55,2,1,3,3,1,1,2,2
20068,2,50,16,1,3,3,2,,,
20068,3,35,12,1,3,3,1,14,3,2
20068,4,28,10,2,3,3,2,,,
20070,1,45,10,1,3,3,1,1,2,2
20070,2,36,7,2,3,3,1,1,2,2
20072,1,45,16,2,3,3,1,1,2,2
20074,1,55,4,1,3,3,1,1,2,2
20074,2,45,16,2,3,3,1,14,3,2
20074,4,18,13,1,3,3,1,8,2,2
20075,1,48,16,1,3,3,1,14,2,2
20075,2,38,16,2,3,3,1,14,3,2
20076,1,28,9,1,3,3,1,1,2,2
20076,2,24,7,2,3,3,2,,,
20077,1,74,16,1,3,3,2,,,
20077,10,18,10,1,3,3,1,14,2,2
20077,16,50,5,1,3,3,2,,,
20077,17,40,16,1,3,3,1,8,2,2
20077,19,19,13,1,3,3,2,,,
20077,2,69,16,2,3,3,1,1,2,2
20077,3,45,16,1,3,3,1,1,2,1
20077,4,40,16,2,3,3,1,1,2,2
20077,5,39,16,1,3,3,1,1,2,2
20077,8,42,10,1,3,3,1,1,2,1
20077,9,38,7,1,3,3,1,1,2,2
20080,1,30,10,1,3,3,1,14,2,1
20080,2,29,10,2,3,3,1,1,2,1
20083,1,35,10,1,4,7,1,1,2,2
20083,2,23,10,1,4,7,1,1,2,2
20084,1,45,16,1,3,34,1,1,2,2
20084,2,42,16,2,3,34,1,1,2,2
20085,1,50,16,1,2,34,1,1,2,2
20085,2,45,16,2,2,34,2,,,
20085,3,22,5,1,2,34,2,,,
20085,4,19,4,2,2,34,2,,,
20087,1,36,10,1,1,1,1,1,3,2
20087,2,30,3,2,1,1,1,1,2,2
20089,1,35,12,1,1,1,1,11,1,2
20089,2,33,8,2,1,1,2,,,
20090,1,60,5,1,2,34,1,1,2,1
20090,2,50,16,2,1,34,1,1,2,2
20092,1,35,4,1,1,1,1,5,2,1
20092,2,25,10,2,1,1,2,,,
20094,1,45,16,1,1,1,1,1,2,2
20094,2,40,16,2,1,1,1,1,2,2
20094,3,25,10,1,1,1,1,1,2,2
20094,4,20,7,2,1,1,2,,,
20095,1,50,2,1,1,1,1,1,2,1
20095,2,40,2,2,1,1,1,1,2,2
20097,1,38,16,1,1,1,1,14,2,2
20097,2,35,16,2,1,1,1,14,2,2
20098,1,35,3,2,1,1,1,1,2,1
20098,2,30,16,1,1,1,1,1,2,2
20102,1,35,7,1,1,1,2,,,
20102,2,27,16,1,1,1,1,1,2,2
20103,1,48,16,1,1,1,1,10,2,1
20103,2,35,16,2,1,1,1,1,2,1
20103,3,25,16,2,1,1,1,1,2,1
20104,1,55,1,1,1,1,1,1,2,2
20104,2,40,16,2,1,1,1,1,2,2
20109,1,35,8,1,1,1,1,9,2,1
20109,2,25,16,2,1,1,2,,,
20109,3,20,7,2,1,1,1,1,2,2
20117,1,30,16,1,3,3,1,1,2,2
20119,1,45,14,1,3,3,1,1,3,2
20119,2,36,10,2,3,3,1,1,3,2
20119,6,43,14,1,3,3,2,,,
20119,7,34,14,2,3,3,1,1,3,2
20120,1,60,8,1,3,3,1,5,2,1
20120,2,45,16,2,3,3,1,1,2,2
20121,1,55,3,1,3,3,1,1,3,2
20121,2,45,16,2,3,3,2,,,
20121,3,34,16,1,3,3,1,1,2,2
20121,4,28,10,2,3,3,1,1,2,2
20121,7,28,12,1,3,3,1,1,2,2
20121,8,26,10,2,3,3,2,,,
20122,1,35,5,1,3,11,1,1,2,1
20122,2,25,2,2,3,11,1,1,2,2
20123,1,55,7,1,3,11,1,1,2,2
20123,2,50,16,2,-999,11,1,1,2,2
20123,3,24,8,1,3,11,1,5,2,1
20123,4,20,11,2,3,11,2,,,
20126,2,35,16,2,1,11,1,1,2,2
