46013,1,,,,,,,,1,,
46042,2,,1,,,,,,1,,
46011,1,,,,,,,,1,,
46159,1,,,,,,,,1,,
46155,1,,,,,,,,1,,
46008,2,,1,,,,,,1,,
46008,1,,,,,,,,1,,
46224,1,,,,,,,,1,,
46252,1,,,,,,,,1,,
46129,1,,,,,,,,1,,
46178,1,,,,,,,,1,,
46016,1,,,,,,,,1,,
46200,1,,,,,,,,1,,
46117,1,1,,,,,,,,,
46199,2,,1,1,,,,,,,
46168,1,,,1,,,,,,,
46172,2,,1,1,,,,,,,
46016,2,,,1,,,,,,,
46215,2,,1,,,,,,,,
46020,2,,1,,,,,,,,
46061,2,,1,,,,,,,,
46107,2,,1,,,,,,,,
46099,2,,1,,,,,,,,
46221,2,,1,,,,,,,,
46213,2,,1,,,,,,,,
46020,4,,1,,,,,,,,
46113,2,,1,,,,,,,,
46157,4,,1,,,,,,,,
46033,3,,1,,,,,,,,
46034,1,,1,,,,,,,,
